event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,ROCK,LOCATION,TIMESCALE,event_label,MINERAL,ORE_DEPOSIT,STRAT
a081210_wh_ann_tech_2008_14073108_12,a081210_wh_ann_tech_2008_14073108.json,12,these samples confirmed a broad corridor of uranium anomalism seen in the crc leme laterite dataset.,1,broad,1,broad,an initial reconnaissance field trip was held to confirm uranium enrichment in laterites of the project and a laterite geochemical sampling program was planned and conducted. a total of 154 laterite (136) and rock chip (18) samples were submitted for multielement analysis including gold. these samples confirmed a broad corridor of uranium anomalism seen in the crc leme laterite dataset. anomalous gold values up to 38ppb with supporting tellurium and molybdenum were recognised.,"laterite, laterites",,,0,"gold, tellurium",uranium,
a081210_wh_ann_tech_2008_14073108_26,a081210_wh_ann_tech_2008_14073108.json,26,the project is situated in the yilgarn in a geological setting that is considered prospective for laterite uranium mineralisation.,1,mineralisation,1,mineralisation,"exploration activity and results .5 4. introduction encounter resources ltd wongan hills project is located in the shires of wonganballidu and goomalling, some 140kms north east of perth in western australia (figure 1). the project is situated in the yilgarn in a geological setting that is considered prospective for laterite uranium mineralisation. the wongan hills project was targeted following the release of the crc leme laterite dataset for the south west yilgarn.",laterite,"goomalling, perth, western australia, south west, wongan hills",,0,,uranium,
a081210_wh_ann_tech_2008_14073108_51,a081210_wh_ann_tech_2008_14073108.json,51,these samples confirmed a broad corridor of uranium anomalism seen in the crc leme laterite dataset.,1,broad,1,broad,"in addition to this, samples were taken of granitic outcrops to determine if there was primary rock control for anomalous uranium geochemistry. a total of 154 laterite (136) and rock (18) chip samples were submitted for multielement analysis including gold. these samples confirmed a broad corridor of uranium anomalism seen in the crc leme laterite dataset. anomalous gold values up to 38ppb with supporting tellurium and molybdenum were recognised.",laterite,,,0,"gold, tellurium",uranium,
a081210_wh_ann_tech_2008_14073108_67,a081210_wh_ann_tech_2008_14073108.json,67,recommendations a reinterpretation of the geological and mineralisation model for the area is required for definition of drill or infill sampling target areas.,1,mineralisation,1,mineralisation,an inconsistency of anomalous gold results between historical and encounter resources sampling warrants further investigation. follow on work from resampling and historical data will inevitably help to narrow down targeting for future drilling. recommendations a reinterpretation of the geological and mineralisation model for the area is required for definition of drill or infill sampling target areas. the following is recommended work for the next year: resampling to confirm gold anomalism (approximately 100 samples transecting key lines through the tenement).,,,,0,gold,,
a080572_geological legend_14751631_10,a080572_geological legend_14751631.json,10,c exploration: extension of known mineralisation within mine trucking distance.,1,mineralisation,1,mineralisation,resource development or exploration a resource development: ore definition to be mined within 0 2yrs time. b resource development: ore definition to be mined after 2yrs time. c exploration: extension of known mineralisation within mine trucking distance. d exploration: extension of known mineralisation requiring new mine.,,,,0,,,
a080572_geological legend_14751631_33,a080572_geological legend_14751631.json,33,estimate of possible sample contamination.,1,possible,1,possible,usually taken every second metre. contamination (compulsory) select from sample contamination abbreviation table. estimate of possible sample contamination. recovery (compulsory) estimate % recovery.,,,,0,,,
a080572_geological legend_14751631_73,a080572_geological legend_14751631.json,73,mineralisation (2 characters optional) codes for mineralisation minerals are listed in the mineralisation type abbreviation table.,1,mineralisation,1,mineralisation,not present in rab ac logging sheets: use comments column. vein mode (2 characters optional) selected from the vein mode abbreviation table. mineralisation (2 characters optional) codes for mineralisation minerals are listed in the mineralisation type abbreviation table. if a second mineralisation si present use the mineralisation 2 columns (not present on rab ac logging sheets: use comments column).,,,,0,,,
a080572_geological legend_14751631_76,a080572_geological legend_14751631.json,76,must be filled if mineralisation is present.,1,mineralisation,1,mineralisation,if a second mineralisation si present use the mineralisation 2 columns (not present on rab ac logging sheets: use comments column). % mineralisation (numeric compulsory linked) estimated abundance of mineralisation minerals as a percentage of the sample. must be filled if mineralisation is present. mineralisation mode (2 characters optional) log the mode of alteration selected from the mineralisation mode abbreviation table.,,,,0,,,
a080572_geological legend_14751631_79,a080572_geological legend_14751631.json,79,"in rab ac logs this can also be used to detail second subordinate rockcodes, alteration, veining and mineralisation, to be entered into the database in separate columns.",1,mineralisation,1,mineralisation,"mineralisation mode (2 characters optional) log the mode of alteration selected from the mineralisation mode abbreviation table. comments (optional) additional information. in rab ac logs this can also be used to detail second subordinate rockcodes, alteration, veining and mineralisation, to be entered into the database in separate columns. specify the interval (from, to), and the columns that the data should go into.",,,,0,,,
a080090_e77_1078 as 08 (2)_10803633_9,a080090_e77_1078 as 08 (2)_10803633.json,9,granitoids: have been subdivided on the basis of chemical composition and texture into three broad groups.,1,broad,1,broad,the pelitic metasediments lack schistosity although they display exposure to high metamorphic conditions and have developed common compositional and grain size layering on a scale of 0.1 mm to 1 m. often this layering is disturbed by boudinage and dislocation on shears at a low angle to the layering. foliated isoclinal and chevron folds are present. granitoids: have been subdivided on the basis of chemical composition and texture into three broad groups. the an group consists of banded gneissic and recrystallised granitoids.,granitoids,,,0,,,
a080090_e77_1078 as 08 (2)_10803633_63,a080090_e77_1078 as 08 (2)_10803633.json,63,it is possible that the timing of peak metamorphism varied across the region because of differences in emplacement ages of various granitoid bodies.,1,possible,2,"possible, potential",the cause of metamorphism has been linked to the intrusive magmatism and is evident from the occurrence of low pressure metamorphic mineral assemblages. the peak metamorphic conditions prevailed during the main d2 compressional event; granites intruded during d2 are deformed by the d3 shear zones. it is possible that the timing of peak metamorphism varied across the region because of differences in emplacement ages of various granitoid bodies. both gold and iron deposits are considered the potential exploration targets in the area.,"granites, granitoid",,,0,gold,iron deposits,
a080090_e77_1078 as 08 (2)_10803633_68,a080090_e77_1078 as 08 (2)_10803633.json,68,gold mineralisation occurs in a variety of host rocks and structural settings; however a significant proportion has come from depths of less than 100m as a result of supergene enrichment.,1,mineralisation,1,mineralisation,"however it is considered to be related to the late phase of deformation, accompanying or outlasting peak metamorphism, and quantum resources limited. gold deposits within the region are a mixture of low tonnage high grade underground and moderate grade, moderate tonnage open pit developments. gold mineralisation occurs in a variety of host rocks and structural settings; however a significant proportion has come from depths of less than 100m as a result of supergene enrichment. gold can occur in quartz veins which were emplaced into the greenstone after deformation and regional metamorphism.","greenstone, quartz veins, host rocks",,,0,gold,gold deposits,
a081853_2008-09harrisfind_verificationreport_14329204_1,a081853_2008-09harrisfind_verificationreport_14329204.json,1,"geology: the project area overlies the very western parts of the yandal greenstone belt, where it comes in contact with extensive batholithic granitoid.",1,extensive,1,extensive,"location: the harris find project is located approximately 65km southeast of wiluna and approximately 14km northwest of the barwidgee homestead. geology: the project area overlies the very western parts of the yandal greenstone belt, where it comes in contact with extensive batholithic granitoid. the western part of the project is comprised predominantly of amphibolite and other mafic lithologies, while in the eastern parts the geology is dominated by a felsic volcanic sedimentary sequence, which is largely separated from the western mafic sequence by a major fault.","sedimentary sequence, amphibolite, granitoid","homestead, wiluna",,0,,,greenstone belt
a081853_2008-09harrisfind_verificationreport_14329204_5,a081853_2008-09harrisfind_verificationreport_14329204.json,5,"conclusions: while several gold and base metal targets remain, these are considered to have lower potential than those within other company projects.",1,potential,1,potential,"work done: aeromagnetic interpretation, landsat data purchase and regolith landform interpretation. results: following rationalization of all company exploration projects, the harris find project has been surrendered. conclusions: while several gold and base metal targets remain, these are considered to have lower potential than those within other company projects. summary of completed exploration exploration completed location aeromagnetic interpretation entire project landsat data purchase entire project regolith landform interpretation entire project verification listing exploration work type file name format.",regolith,,,0,gold,base metal,
a084293_dar_2009a_9992795_11,a084293_dar_2009a_9992795.json,11,"european heritage given the location and nature of the environment, the site would have low potential to contain features of european heritage significance.",1,potential,1,potential,"aboriginal heritage due to the information obtained from the department of indigenous affairs, it is recommended that jaguar minerals conduct aboriginal heritage studies within the proposed exploration areas that have not already been surveyed. any sites found by these surveys and subsequently listed on the aboriginal heritage sites register would require a section 18 approval under the aboriginal heritage act 1972 if proposed to be disturbed. european heritage given the location and nature of the environment, the site would have low potential to contain features of european heritage significance. s t rategen environmental due diligence report strategen environmental due diligence final_30 jan 09.doc16 jan 09 8 09 2009 21.",,jaguar,,0,,,
a084293_dar_2009a_9992795_30,a084293_dar_2009a_9992795.json,30,"jaguar minerals intends to investigate the base metal mineralisation potential of the north west darlot exploration area approximately 80 km north of leonora, in the goldfields region of western australia.",2,"potential, mineralisation",2,"potential, mineralisation","865 hummock grassland, mixed sandplain scattered low trees over sparse dwarf shrubs with spinifex; red mallee over mixed dwarf shrubs with triodia scariosa & triodia sp? 1127 mosaic: saltbush & bluebush samphire 1 ibra = interim biogeographic regionalisation of australia s t rategen environmental due diligence report strategen environmental due diligence final_30 jan 09.doc16 jan 09 8 09 2009 18 beard vegetation code ecosystem description jaguar minerals intends to investigate the base metal mineralisation potential of the north west darlot exploration area approximately 80 km north of leonora, in the goldfields region of western australia. the exploration area has been previously explored for gold by sundowner minerals, plutonic gold and homestake gold mines before being acquired by barrick gold of australia in 2001.",mixed,"darlot, australia, goldfields, western australia, leonora, jaguar",,0,gold,base metal,
a084293_dar_2009a_9992795_33,a084293_dar_2009a_9992795.json,33,"prior to base metal mineralisation exploration, jaguar minerals will assimilate all previous data, including drill assays, geophysical data and geochemical data.",1,mineralisation,1,mineralisation,"the exploration area has been previously explored for gold by sundowner minerals, plutonic gold and homestake gold mines before being acquired by barrick gold of australia in 2001. a joint venture now exists between sundowner minerals (as a subsidiary of barrick gold) and jaguar minerals. prior to base metal mineralisation exploration, jaguar minerals will assimilate all previous data, including drill assays, geophysical data and geochemical data. once this data is compiled jaguar minerals will initially explore the tenements using geophysical techniques to identify drill targets for lead, zinc and copper sulphide mineralisation.",,"jaguar, australia",,0,"gold, zinc, lead, copper, sulphide",base metal,
a084293_dar_2009a_9992795_41,a084293_dar_2009a_9992795.json,41,similarly any potential leaks from the barrick tailings dam may affect the aquifer under the barrick leases and it is located at least 2 kilometres from the jaguar jv leases.,1,potential,1,potential,"saline groundwater is more common, and is often used for mining and processing (welker 2002). for its operations, barrick gold corporation uses groundwater drawn from borefields greater than 0.5 kilometres away from jaguars jv leases. similarly any potential leaks from the barrick tailings dam may affect the aquifer under the barrick leases and it is located at least 2 kilometres from the jaguar jv leases. the darlot gold field has experienced well over a hundred years of gold focused exploration.",,"darlot, jaguar",,0,gold,,
a084293_dar_2009a_9992795_44,a084293_dar_2009a_9992795.json,44,"as a result, the targeting of syngenetic basemetal mineralisation, such as vhms mineralisation, has been overlooked.",1,mineralisation,1,mineralisation,"the darlot gold field has experienced well over a hundred years of gold focused exploration. this has culminated in a voluminous modern database with most aspects of that database focused on targeting and delineating orogenic gold mineralisation. as a result, the targeting of syngenetic basemetal mineralisation, such as vhms mineralisation, has been overlooked. this is a common story throughout the yilgarn craton with only a handful of vhms deposits known e.g.",,"darlot, yilgarn craton",,0,gold,"vhms deposits, basemetal, vhms",
a084293_dar_2009a_9992795_48,a084293_dar_2009a_9992795.json,48,"anderson (2007) reports that 4 diamond drill holes testing a large ph anomaly on tenement p37 4183 located in the north west prospect, intersected massive sulphide mineralisation seated on a paleo seafloor, within in a volcanic environment.",1,mineralisation,1,mineralisation,"golden grovescuddles, jaguar teutonic bore. when compared with other archaean terranes around the world, for example canada the yilgarn craton has a gross underrepresentation of vhms deposits. anderson (2007) reports that 4 diamond drill holes testing a large ph anomaly on tenement p37 4183 located in the north west prospect, intersected massive sulphide mineralisation seated on a paleo seafloor, within in a volcanic environment. this vhms mineralisation is dominated by pyrite but contained inclusions of chalcopyrite and sphalerite (mason, 2007).",,"yilgarn craton, jaguar, teutonic bore",archaean,0,"sphalerite, sulphide, diamond, chalcopyrite, pyrite","vhms deposits, vhms",
a084293_dar_2009a_9992795_53,a084293_dar_2009a_9992795.json,53,"the area is considered very prospective for further vhms mineralisation, and despite the fact no economic massive sulphides were intersected in the dnd drill holes, this is not an uncommon scenario in massive sulphide terranes (gemmel, pers.",1,mineralisation,1,mineralisation,"the mga94 coordinates of the 4 diamond holes are located in table 3. this geological setting is analogous with other west australian vhms deposits (e.g. the area is considered very prospective for further vhms mineralisation, and despite the fact no economic massive sulphides were intersected in the dnd drill holes, this is not an uncommon scenario in massive sulphide terranes (gemmel, pers. if groundwater be abstracted for use in exploration, relevant licences under section 5c of the rights in water and irrigation act 1914 should be obtained from the department of water.",,,,0,"sulphide, diamond, sulphides","vhms deposits, vhms",
a084293_dar_2009a_9992795_89,a084293_dar_2009a_9992795.json,89,"the gindalbie terrane is considered to have affinities with major archaean volcanic hosted massive sulphide (vhms) terranes in canada (witt et al, 1996), and therefore on a terrane scale is deemed very prospective for vhms mineralisation.",1,mineralisation,1,mineralisation,"the age of the bi modal spring well rhyolites are directly related to the age of bimodal rocks in the teutonic bore jaguar camp (messenger, 2000). this suggests a direct association between the svc and bi modal rocks at the teutonic bore jaguar camp, which is part of the gindalbie terrane. the gindalbie terrane is considered to have affinities with major archaean volcanic hosted massive sulphide (vhms) terranes in canada (witt et al, 1996), and therefore on a terrane scale is deemed very prospective for vhms mineralisation. the jaguar minerals ltd north darlot base metals jv 8 older age of the darlot rhyolites (2702 + 5 ma) indicate either a very early rhyolitic phase within the svc, or an association with the older 2720 2700 ma welcome well calc alkaline complex found to the east of the darlot camp.",rhyolites,"darlot, jaguar, gindalbie terrane, teutonic bore",archaean,0,sulphide,"vhms, base metals",
a084293_dar_2009a_9992795_131,a084293_dar_2009a_9992795.json,131,"during exploration, there are several activities that have the potential to cause environmental harm to the environment (i.e.",1,potential,1,potential,"the mining regulations 1981 require the reporting of exploration and rehabilitation activities on an annual basis to the minister. under the environmental protection act 1986 (the ep act), there are provisions that control the prevention of pollution to the environment. during exploration, there are several activities that have the potential to cause environmental harm to the environment (i.e. clearing of vegetation, spills and leaks, unreasonable noise etc.).",,,,0,,,
a084293_dar_2009a_9992795_141,a084293_dar_2009a_9992795.json,141,this dolerite is a major host for gold mineralisation.,1,mineralisation,1,mineralisation,"it consists of a bimodal volcano sedimentary succession mainly comprising tholeiitic, amygdaloidal and pillowed basalts, but including a package of crystal lapilli tuffs and their poorly sorted epiclastic derivatives. all has been intruded by a 450m thick, differentiated tholeiitic mount pickering dolerite sill (beardsmore and jones, 1999). this dolerite is a major host for gold mineralisation. the structure around the mine site is dominated by late tectonic, brittle ductile to purely brittle faults and shears.","lapilli tuffs, dolerite, basalts",,,0,"gold, crystal",,mount pickering dolerite
a084293_dar_2009a_9992795_147,a084293_dar_2009a_9992795.json,147,4.4 mineralisation known gold mineralisation at darlot occurs in two groups the darlot lodes and the centenary orebody.,1,mineralisation,1,mineralisation,"second order, also steeply dipping faults having a wider range of strikes, from north northeast to east southeast, and bounded by the ""thrusts"". lamprophyre dykes and sills are common throughout the mine sequence. 4.4 mineralisation known gold mineralisation at darlot occurs in two groups the darlot lodes and the centenary orebody. the darlot lodes occur in two main settings: in and immediately around laminar, sheeted quartz veins in local dilation zones along the darlot thrust.","quartz veins, lamprophyre","darlot, centenary",,0,gold,lodes,
a084293_dar_2009a_9992795_159,a084293_dar_2009a_9992795.json,159,high grade mineralisation again develops in this lower magnetic dolerite.,1,mineralisation,1,mineralisation,"this structural regime provided a zone of vertical extension, exploited by lamprophyres, granitoids and hydrothermal fluids. the centenary structure continues down dip from centenary through non magnetic dolerites to a second magnetic dolerite unit locally referred to as the lower magnetic dolerite. high grade mineralisation again develops in this lower magnetic dolerite. gold mineralisation at centenary can be divided into two styles.","dolerites, dolerite, lamprophyres, granitoids",centenary,,0,"hydrothermal, gold",,
a084293_dar_2009a_9992795_197,a084293_dar_2009a_9992795.json,197,numerous drill programmes have been proposed to extend known mineralisation prior to infill drilling to convert unclassified and inferred ounces to indicated category.,1,mineralisation,1,mineralisation,follow up drilling has not been planned for 2010. in mine exploration opportunities have dominated ranking of targets for 2009 and 2010. numerous drill programmes have been proposed to extend known mineralisation prior to infill drilling to convert unclassified and inferred ounces to indicated category. petrogenesis of the mt.,,,,0,,,
a084293_dar_2009a_9992795_202,a084293_dar_2009a_9992795.json,202,"aeromagnetic image interpretation and potential target area definition in the weebo eatern wildara areas, northern goldfields, western australia.",1,potential,1,potential,"homestake tech report no. evolution of the archaean granite greenstone terranes of the eastern goldfields, western australia: shrimp u pb zircon constraints. aeromagnetic image interpretation and potential target area definition in the weebo eatern wildara areas, northern goldfields, western australia. internal technical report no.",granite greenstone,"western australia, goldfields",archaean,0,zircon,,
a084293_dar_2009a_9992795_244,a084293_dar_2009a_9992795.json,244,in mine exploration has dominated ranking of targets for 2009 and 2010 with numerous drill programmes being proposed to extend known mineralisation prior to infill drilling to convert unclassified and inferred ounces to indicated category.,1,mineralisation,1,mineralisation,reviews undertaken on the tenement package have identified a number of new targets. the review of the drilling at cornucopia failed to identify any high priority targets. in mine exploration has dominated ranking of targets for 2009 and 2010 with numerous drill programmes being proposed to extend known mineralisation prior to infill drilling to convert unclassified and inferred ounces to indicated category. all exploration activities are summarised in table 1 and shown graphically in figure 1.,,,,0,,,
a084293_dar_2009a_9992795_275,a084293_dar_2009a_9992795.json,275,"despite the differing interpretations of stratigraphy and the problems associated with the poor correlations between archaean yandal and eastern goldfields stratigraphies, vhms mineralisation has been observed in drill holes (dnd001dnd004) in the north darlot jv near the transgression between felsicintermediate and mafic volcanics (anderson, 2007.",1,mineralisation,1,mineralisation,"report number tr 1320 page 13 6.0 mining activity the north darlot jv project sits 55km due east of leinster (plan 1) on the melrose pastural lease, occupying the northern and north western portion of the barrick darlot gold project package of tenements. despite the differing interpretations of stratigraphy and the problems associated with the poor correlations between archaean yandal and eastern goldfields stratigraphies, vhms mineralisation has been observed in drill holes (dnd001dnd004) in the north darlot jv near the transgression between felsicintermediate and mafic volcanics (anderson, 2007. the rock sequence in this area is interpreted by the author to belong to the svc.",,"darlot, leinster, goldfields",archaean,0,gold,vhms,
a084293_dar_2009a_9992795_278,a084293_dar_2009a_9992795.json,278,"the massive sulphide mineralisation is expressed as a laminated massive sulphidesulphidic siltstone sequence dominated by pyrite but with inclusions of chalcopyrite and sphalerite, associated with dacitic sub volcanic intrusives dacitic lavas, and volcaniclastics.",1,mineralisation,1,mineralisation,"the rock sequence in this area is interpreted by the author to belong to the svc. petrological studies indicated the dominant rock sequence was dacitic as opposed to rhyolitic, which would have been expected from the svc. the massive sulphide mineralisation is expressed as a laminated massive sulphidesulphidic siltstone sequence dominated by pyrite but with inclusions of chalcopyrite and sphalerite, associated with dacitic sub volcanic intrusives dacitic lavas, and volcaniclastics. jaguar minerals ltd north darlot base metals jv 9 10 jaguar minerals ltd north darlot base metals jv 11.",siltstone,"darlot, jaguar",,0,"sulphide, pyrite, chalcopyrite, sphalerite",base metals,
a084293_dar_2009a_9992795_284,a084293_dar_2009a_9992795.json,284,"chert horizons which are clearly visible in the dnd jaguar minerals ltd north darlot base metals jv 13 core (figure 4) related to the vhms mineralisation were found at two separate locations, illustrated in figures 2 and 3.",1,mineralisation,1,mineralisation,"full documentation on the report is located in appendix 2. although this wasnt strictly a mapping exercise several interesting factors were noticed during the field trips. chert horizons which are clearly visible in the dnd jaguar minerals ltd north darlot base metals jv 13 core (figure 4) related to the vhms mineralisation were found at two separate locations, illustrated in figures 2 and 3. slumped cherty layering seen in outcrop located south of intersected massive sulphide and 1.5km directly along strike from vhms intersection in dnd0001 on tenement p37 4264.",chert,"darlot, jaguar",,0,sulphide,"vhms, base metals",
a084293_dar_2009a_9992795_304,a084293_dar_2009a_9992795.json,304,"flora given the association of grevillea inconspicua with acacia anuera, which dominates the exploration area (section 4.3.1), there is potential that this priority 4 species occurs in the exploration area.",1,potential,1,potential,"t rategen environmental due diligence report strategen environmental due diligence final_30 jan 09.doc16 jan 09 8 09 2009 19 rating description explanation 5 completely degraded (cd) the structure of the vegetation is no longer intact and the area is completely or almost completely without native species. these areas often described as parkland cleared with the flora comprising weed or crop species with isolated native trees or shrubs. flora given the association of grevillea inconspicua with acacia anuera, which dominates the exploration area (section 4.3.1), there is potential that this priority 4 species occurs in the exploration area. it may be prudent to conduct searches of the exploration area to identify any plants prior to exploration.",,,,0,,,
a084293_dar_2009a_9992795_311,a084293_dar_2009a_9992795.json,311,"tenements m37 373, m37 417, p37 4183, p37 4188, p37 4190, p37 4264 and p37 4265 have either not been surveyed or have only partially been surveyed, and there is potential that aboriginal sites of significance may be identified on these tenements given that lore business is still conducted in the north east goldfields around laverton, and ties to the land are strong (dia 2008).",1,potential,1,potential,"aboriginal heritage act 1972. of the tenements that have previously been surveyed, no aboriginal heritage sites have been identified within the tenement boundaries of the exploration areas. tenements m37 373, m37 417, p37 4183, p37 4188, p37 4190, p37 4264 and p37 4265 have either not been surveyed or have only partially been surveyed, and there is potential that aboriginal sites of significance may be identified on these tenements given that lore business is still conducted in the north east goldfields around laverton, and ties to the land are strong (dia 2008). previous mining companies that have explored in the jv area have undertaken aboriginal heritage surveys and the results from these should be used to inform jaguar minerals of any obligations it has in regard to aboriginal sites.",,"jaguar, laverton, goldfields",,0,,,
a084293_dar_2009a_9992795_423,a084293_dar_2009a_9992795.json,423,"sumps should be located away from significant vegetation (large trees or stands of dense scrub) where possible, to minimise disturbance to roots and prevent horizontal transmission of saline water and potentially hostile material coming into contact with vegetation (refer to appendix b).",1,possible,1,possible,"if required for your proposal, please attach a copy of this consent. clearing of vegetation being minimised. sumps should be located away from significant vegetation (large trees or stands of dense scrub) where possible, to minimise disturbance to roots and prevent horizontal transmission of saline water and potentially hostile material coming into contact with vegetation (refer to appendix b). vegetation and topsoil being stockpiled for replacement after backfilling sumps.",,,,0,,,
a084293_dar_2009a_9992795_459,a084293_dar_2009a_9992795.json,459,"with the use of modern high pressure air assisted drilling, there is the potential for neighbouring old drill holes to expel their plug forcefully.",1,potential,1,potential,"acid forming material, heavy metals, naturally occurring radioactive material and asbestoform removed or appropriately buried sample bags rehabilitated spills removed hydrocarbons remediated access tracks access closed off rehabilitated gridlines rehabilitated minimal topsoil disturbance rubbish & infrastructure removed campsite removed and rehabilitated general comments (include any variations to the approved pow or areas not yet rehabilitated) all statements made and information given is true and correct. name: _ _ position: _ contact ph: _ email: _ signature: _ date: _ 9 guidelines for mineral exploration rehabilitation activities december 2007 attachment a hazard alert drilling in the vicinity of old drill holes that have been capped or plugged can be hazardous. with the use of modern high pressure air assisted drilling, there is the potential for neighbouring old drill holes to expel their plug forcefully. this may occur when the old drill hole is intersected by the new one, or when a transition zone at depth exists between the two drill holes.",,,,0,,,
a084293_dar_2009a_9992795_462,a084293_dar_2009a_9992795.json,462,"the potential hazard must be made known to exploration management, all associated staff and drilling contractors.",1,potential,1,potential,"this may occur when the old drill hole is intersected by the new one, or when a transition zone at depth exists between the two drill holes. drill plugs may consist of compacted soil and rock, plastic caps to pvc collars or concrete conical plugs, all of which are capable of causing injury if forcibly ejected. the potential hazard must be made known to exploration management, all associated staff and drilling contractors. it is essential to have resources made available to identify any old holes in the vicinity of current operations that may generate a hazard.",plastic,,,0,,,
a084293_dar_2009a_9992795_493,a084293_dar_2009a_9992795.json,493,"as an alternative, it may be possible to lay back or batter the sides of the excavation or to bench the costean in sections to reduce the likelihood of collapse of a high face.",1,possible,1,possible,"any costean over about one metre in depth should be included in this category as persons often work in them in a crouched position. where entry is required, a full risk assessment should be conducted and the necessary support provided prior to entry being undertaken. as an alternative, it may be possible to lay back or batter the sides of the excavation or to bench the costean in sections to reduce the likelihood of collapse of a high face. old underground workings present a critical hazard when they underlie open pit mining.",,,,0,,,
a084293_dar_2009a_9992795_511,a084293_dar_2009a_9992795.json,511,"the following activities are planned for the next 12 months: extensive vtem survey covering jv tenements rc drilling of targets generated by vtem survey, followed by dhtem in successful holes.",1,extensive,2,"extensive, mineralisation","darlot centenary underground mining area development advance (m) ore mined (t) reconciled grade (g t) centenary 3,444 733,595 4.87 darlot nil nil nil figure 5. centenary production stopes report number tr 1320 page 14 the following activities are planned for the next 12 months: extensive vtem survey covering jv tenements rc drilling of targets generated by vtem survey, followed by dhtem in successful holes. orientation vegetation geochemistry over weak mineralisation intersected in dnd0002 and dnd0001.",,"darlot, centenary",,0,,,
a084293_dar_2009a_9992795_521,a084293_dar_2009a_9992795.json,521,"the data did not indicate the presence of any off hole conductors, suggestive of sulphide mineralisation.",1,mineralisation,1,mineralisation,"the data was compiled, processed and interpreted by southern geoscience consultants (sgc) of perth. the specifications and survey data are found in appendix 1. the data did not indicate the presence of any off hole conductors, suggestive of sulphide mineralisation. jaguar minerals ltd north darlot base metals jv 12 table 3.",,"darlot, perth, jaguar",,0,sulphide,base metals,
a084293_dar_2009a_9992795_530,a084293_dar_2009a_9992795.json,530,rab drilling was undertaken over north northwest trending structures as target zones for darlot and centenary style mineralisation (wamex 2008).,1,mineralisation,1,mineralisation,"diamond drilling was sited to test the magnetic dolerite (wamex 2008). rab and rc drilling, and an aeromagnetic survey were undertaken during this reconnaissance search (wamex 2008). rab drilling was undertaken over north northwest trending structures as target zones for darlot and centenary style mineralisation (wamex 2008). rc drilling tested anomalous rab results (wamex 2008).",dolerite,"darlot, centenary",,0,diamond,,
a084293_dar_2009a_9992795_541,a084293_dar_2009a_9992795.json,541,"geology and mineralisation of the jaguar copper zinc deposit, western australia in copper zinc massive sulphide deposits in western australia, mcconachy, t.f., and mcinnes b.i.a., (eds), pp39 46.",1,mineralisation,1,mineralisation,"archean felsic volcano sedimentary succesions : examples from the eastern goldfields province, wa. in : seminar on recent advances in ore genesis 6 7 december 1999, dunphy, j.m. geology and mineralisation of the jaguar copper zinc deposit, western australia in copper zinc massive sulphide deposits in western australia, mcconachy, t.f., and mcinnes b.i.a., (eds), pp39 46. relative age of felsic magmatism, gold mineralisation and deformation in the central and eastern yilgarn craton, western australia.",,"yilgarn craton, genesis, western australia, goldfields, jaguar",archean,0,"copper, zinc, gold, sulphide",copper zinc deposit,
a084293_dar_2009a_9992795_552,a084293_dar_2009a_9992795.json,552,"aeromagnetic image interpretation and potential target area definition in the weebo eatern wildara areas, northern goldfields, western australia.",1,potential,1,potential,"geological survey of western australia record 1997 2: 189pp. jaguar minerals ltd north darlot base metals jv 17 peachey, t., 1999. aeromagnetic image interpretation and potential target area definition in the weebo eatern wildara areas, northern goldfields, western australia. internal technical report no.",,"darlot, jaguar, goldfields, western australia",,0,,base metals,
a084293_dar_2009a_9992795_555,a084293_dar_2009a_9992795.json,555,the gindalbie terrane as a target for vms style mineralisation in the eastern goldfields province of the yilgarn craton.,1,mineralisation,1,mineralisation,"internal technical report no. tectono stratigraphy of late archean greenstone terranes n the southern eastern goldfields, western australia. the gindalbie terrane as a target for vms style mineralisation in the eastern goldfields province of the yilgarn craton. strategen accepts no liability or responsibility whatsoever for it in respect of any use of or reliance upon this report by any person who is not a party to the agreement.",greenstone,"yilgarn craton, gindalbie terrane, western australia, goldfields",archean,0,,vms,
a084293_dar_2009a_9992795_567,a084293_dar_2009a_9992795.json,567,"this flat terrain is typical of the broad alluvial floors and associated expansive outwash plains which separate areas of relief from lake darlot, which lies immediately northwest of the exploration area (king 2003).",1,broad,2,"potential, broad","the regional geology comprises a mafic package of commonly pillowed tholeitic basalts and thin dolerite sills, and an upper felsic intermediate package of dacitic lavas and volcaniclastic rocks, separated by a 500 m thick dolerite sill (king 2003). the terrain in the exploration area is generally flat, with gentle undulations (sand dunes breakaways). this flat terrain is typical of the broad alluvial floors and associated expansive outwash plains which separate areas of relief from lake darlot, which lies immediately northwest of the exploration area (king 2003). in relation to land, water or a site, contaminated under the contaminated sites act 2003 (cs act) means having a substance present in or on that land, water or site at above background concentrations that presents, or has the potential to present, a risk of harm to human health, the environment or any environmental value, with site being defined as an area of land and includes (a) underground water under that land; and (b) surface water on that land.","volcaniclastic rocks, sand, dolerite, basalts",darlot,,0,,,
