event_id,filename,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase
a077032_c170_2005_2008a_15404804_35,a077032_c170_2005_2008a_15404804.json,35,gold mineralisation in the mt.,1,mineralisation,1,mineralisation,"the goddard fault, a folded d1 thrust, is recognised as an important control on the mineralisation on the southern part of the western limb (roberts, 2004). this structure has not been identified on the eastern limb and is either wedged out or otherwise unrecognised on the eastern limb. gold mineralisation in the mt. belches formation is mainly associated with tight d2 fold closures within the bif units.",,0,bif,,gold,,,False,,
a077032_c170_2005_2008a_15404804_38,a077032_c170_2005_2008a_15404804.json,38,the gold mineralisation is a late event (syn post d4) related to the formation of shallowly southdipping arrays of extensional quartz veining preferentially in the competent bif units (newton et.,1,mineralisation,1,mineralisation,"belches formation is mainly associated with tight d2 fold closures within the bif units. however mineralisation is believed to post date d2 folding and on a local scale is influenced by the position of offsetting oblique faulting that has juxtaposed bif against the enclosing thick, less competent psammite. the gold mineralisation is a late event (syn post d4) related to the formation of shallowly southdipping arrays of extensional quartz veining preferentially in the competent bif units (newton et. an rc drilling program was conducted by kennedy drilling on tenement e25 300 during the current reporting period to test the continuity and geometry of the gold mineralisation encountered in rab drilling during the previous work year in the vicinity of the lady eileen prospect.",,0,bif,,"quartz, gold",,,False,,
a077032_c170_2005_2008a_15404804_62,a077032_c170_2005_2008a_15404804.json,62,the soil sampling program has been designed to evaluate the nickel and gold potential of the western half of the randall hills project.,1,potential,1,potential,previous soil sampling in other areas over the tenement was assayed for au only. the samples in the proposed program will be analysed for ni and associated elements. the soil sampling program has been designed to evaluate the nickel and gold potential of the western half of the randall hills project. in particular areas underlain by ultramafic units and the conductors identified by the tem survey conducted in the previous reporting period are being targeted.,,0,,,"nickel, gold",,,False,,
a077032_c170_2005_2008a_15404804_83,a077032_c170_2005_2008a_15404804.json,83,at the transfield mining centre the major part of the historical production is from the transville workings with gold mineralisation in and along quartz veins within the felsic epiclastic metasediments.,1,mineralisation,1,mineralisation,"the tenements are explored by integra mining limited under an option agreement with westex resources limited, the current registered holder. tenement plan 3. at the transfield mining centre the major part of the historical production is from the transville workings with gold mineralisation in and along quartz veins within the felsic epiclastic metasediments. the curtin prospect and older workings to the north of transville show gold mineralisation within variably porphyritic biotite monzogranite in and along north northeast trending pyritic shear zones with quartz veins.",,0,"monzogranite, quartz veins",,"biotite, gold",,,False,,
a077032_c170_2005_2008a_15404804_93,a077032_c170_2005_2008a_15404804.json,93,"results received for this drilling were encouraging, with anomalous ni results being recorded and an ultramafic sequence being identified.",1,encouraging,2,"encouraging, mineralisation","gswa report 47 geology codes ab basalt abf foliated mafic rock abi basalt to basaltic andesite abk mafic rock abm high mg basalt afs quartzo felds micaceous schist afv felsic volcanic & volcaniclastics agf granite agm monzogranite agmh monzogranite ags granite aiv felsic volcanic ala felsics ao mafic intrusive asf quart feld mica slate asg greywacke asp conglomerate auk komatiite aup peridotite pdy mafic ultramafic dyke e m u c o w a rn a f a u lt drilling was undertaken to test for ultramafic lithologies identified by gswa mapping and in historic drilling. results received for this drilling were encouraging, with anomalous ni results being recorded and an ultramafic sequence being identified. this ultramafic sequence was interpreted to be equivalent to the ultramafics which host kambalda style nickel mineralisation elsewhere in the bulong anticline, such as at blair and carnilya hill.",,0,"komatiite, peridotite, conglomerate, basalt, basaltic andesite, greywacke, granite, micaceous schist, monzogranite, slate, mafic rock","bulong, kambalda, carnilya","nickel, mica",,,False,,
a077032_c170_2005_2008a_15404804_113,a077032_c170_2005_2008a_15404804.json,113,economic mineralisation is localised at anticlinal fold closures within the bif (newton et.,1,mineralisation,1,mineralisation,"belches formation is a thick sequence of deep water submarine fan, flysh facies and turbidites, comprised of graded feldspathic sandstone and laminated siltstone and minor bif. belches formation contains the randalls gold camp, a series of deposits that occur within folded quartz magnetite amphibole bif units. economic mineralisation is localised at anticlinal fold closures within the bif (newton et. this report details exploration carried out on randall hills project tenements e25 212, e25 300 and p25 1808 during the reporting period 20th december 2006 to 19th december 2007.",,0,"turbidites, siltstone, bif, sandstone",,"amphibole, quartz, magnetite, gold",,,False,,
a077032_c170_2005_2008a_15404804_119,a077032_c170_2005_2008a_15404804.json,119,the project area is considered prospective for highgrade gold mineralisation and kambalda style nickel sulphide mineralisation.,1,mineralisation,1,mineralisation,"the project lies predominately within the juglah domain which is located in the southeast of the gindalbie terrane. the juglah domain lies on the eastern limb of the upright, regional bulong anticline. the project area is considered prospective for highgrade gold mineralisation and kambalda style nickel sulphide mineralisation. work carried out by integra mining limited during the work period included an rc drilling program and planning of regional soil sampling.",,0,,"gindalbie terrane, kambalda, bulong","sulphide, nickel, gold",,,False,,
a073867_lnl 001 doir an rep t&c _16188435_46,a073867_lnl 001 doir an rep t&c _16188435.json,46,the project lies in an area where geological criteria are favourable for kimberlite or lamproite emplacement.,1,favourable,2,"potential, favourable",the tenements are located in the pilbara region of western australia. the southern margin of the project area is around 35 kilometres north of the town of nullagine (figure 1). the project lies in an area where geological criteria are favourable for kimberlite or lamproite emplacement. the proximity to the nullagine alluvial diamond field and the diamondiferous brockman kimberlite dyke system serve to enhance the potential of this project (figure 1).,,0,"lamproite, kimberlite","western australia, pilbara region, nullagine, brockman",diamond,,,False,,
a073867_lnl 001 doir an rep t&c _16188435_60,a073867_lnl 001 doir an rep t&c _16188435.json,60,"though the region is prospective for kimberlites and lamproites, sample results from the lionel tenements suggest their potential for diamondiferous host rocks is very low.",1,potential,1,potential,"the main activities of the eastern pilbara are cattle farming and mining. the vegetation is typical open savannah parkland with spinifex grass covered terrain and eucalypt wooded areas along the creeks. though the region is prospective for kimberlites and lamproites, sample results from the lionel tenements suggest their potential for diamondiferous host rocks is very low. as a result it is concluded that no further investigations are warranted for diamonds.",,0,"lamproites, kimberlites, host rocks","pilbara, savannah",diamonds,,,False,,
a073594_carlow castle prase annual report 2006_12209548_1,a073594_carlow castle prase annual report 2006_12209548.json,1,"allowing for wastage, variation of colour and quality it is prudent to assume that only a small fraction of the prase is marketable but even this will represent a potential value in excess of several million dollars.",1,potential,1,potential,"polished hand specimen show an attractive translucent pattern of very fine grained, apple green coloured, chert transected by milky white to blackish quartz veins and veinlets. allowing for wastage, variation of colour and quality it is prudent to assume that only a small fraction of the prase is marketable but even this will represent a potential value in excess of several million dollars. the success of this project will also depend on the marketing endeavours as there is strong demand for attractive specimen especially from china.",,0,"quartz veins, chert",,"prase, dollars",,,False,,
a073594_carlow castle prase annual report 2006_12209548_6,a073594_carlow castle prase annual report 2006_12209548.json,6,the geological and structural setting of the area is also very favourable for copper gold and other mineralisation with numerous workings of the carlow castle mining centre only a few hundreds of metres away.,2,"mineralisation, favourable",2,"mineralisation, favourable",in order to properly assess the quality and quantity of the prase it is recommended to carry out large diameter triple tube diamond drilling underneath the principal outcrop to a vertical depth of at least 30 metres. diamond core will also be valuable for marketing purposes. the geological and structural setting of the area is also very favourable for copper gold and other mineralisation with numerous workings of the carlow castle mining centre only a few hundreds of metres away. the prospectivity and underexplored nature of the area has been recently emphasized with the discovery of a rich shallow and blind gold lode at carlow south.,,0,,,"copper, prase, gold, diamond",lode,,False,,
a073594_carlow castle prase annual report 2006_12209548_10,a073594_carlow castle prase annual report 2006_12209548.json,10,the presence of similar sized mineralized pods underneath the extensive chert covered part of the project area should not be excluded.,1,extensive,2,"extensive, mineralisation","the mineralisation is shear related. an indicated and inferred resource was calculated as 91,000 tonnes grading 10 g t gold and 1.40% copper to a depth of 100 metres. the presence of similar sized mineralized pods underneath the extensive chert covered part of the project area should not be excluded. _ appendix 1 analytical results.",,0,chert,,"copper, gold",,,False,,
a073594_carlow castle prase annual report 2006_12209548_13,a073594_carlow castle prase annual report 2006_12209548.json,13,the mining lease covers several chert ridges which are bright green at two main locations.,1,bright,1,bright,"_ appendix 1 analytical results a large portion of the lease is covered by thick chert scree shedding of the prominent ridges. the mining lease covers several chert ridges which are bright green at two main locations. the principal rock types are strongly sheared and brecciated steeply south dipping cherts, metasediments and ultramafic schists.",,0,"schists, chert, cherts",,,,,False,,
a081730_c16_2008_2008a_16661391_6,a081730_c16_2008_2008a_16661391.json,6,immediate exploration priorities are the delineation of the potential resource at forrest gimp and drill testing of the prospective litho structural corridor to the south of this mineralised zone.,1,potential,1,potential,"results: a number of prospects and conceptual target areas that warrant follow up and initial phases of exploration were outlined. conclusion: limited exploration was conducted on the fortnum nwn project during the reporting period, due to a receiver and manager being appointed to eagle gold mines pty ltd in early july 2008 and the land access restrictions as a result of the nwn ilua native title conditions. immediate exploration priorities are the delineation of the potential resource at forrest gimp and drill testing of the prospective litho structural corridor to the south of this mineralised zone. distribution: 1 grosvenor gold pty ltd 1 jackson minerals limited 1 department of industry and resources contents.",,0,,jackson,gold,,,False,,
a081730_c16_2008_2008a_16661391_18,a081730_c16_2008_2008a_16661391.json,18,"the fortnum wedge is a regionally significant source of gold mineralisation and hosts amongst others the starlight group, yarlarweelor and toms deposits.",1,mineralisation,1,mineralisation,"e52 1659 surrounds the fortnum wedge area to the north, east and south. the fortnum wedge consists of a series of deformed volcanic, volcaniclastic and sedimentary rocks of the narracoota formation which form a deformed and relatively uplifted sequence within ravelstone formation rocks of the lower bryah basin. the fortnum wedge is a regionally significant source of gold mineralisation and hosts amongst others the starlight group, yarlarweelor and toms deposits. e52 1659 is located on the western limb of a folded sequence dominated by ravelstone formation rocks of the lower bryah basin and includes horseshoe formation banded iron in the north east the core of the fold and the south west.","ravelstone formation, horseshoe formation, narracoota formation",0,sedimentary rocks,"south west, bryah basin","iron, gold",,,False,,
a081730_c16_2008_2008a_16661391_23,a081730_c16_2008_2008a_16661391.json,23,"mineralisation appears to be associated with zones of narracoota ultramafics adjacent to the contact between the ravelstone formation and the horseshoe formation and proximal to the fold nose, highlighted by the discovery of the forrest gimp prospect.",1,mineralisation,1,mineralisation,"e52 1671 is located to the south of e52 1659 and contains the nose of the folded sequence, with a stratigraphic sequence that consists of ravelstone formation rocks in the central north, containing zones of narracoota ultramafics, then horseshoe formation banded irons trending in to labouchere formation sediments. the labouchere formation sediments dominate the western and southern portions of the tenement. mineralisation appears to be associated with zones of narracoota ultramafics adjacent to the contact between the ravelstone formation and the horseshoe formation and proximal to the fold nose, highlighted by the discovery of the forrest gimp prospect. peak hill, western australia.","labouchere formation, ravelstone formation, horseshoe formation",0,sediments,"peak hill, western australia",irons,,,False,,
a081730_c16_2008_2008a_16661391_29,a081730_c16_2008_2008a_16661391.json,29,"geology and mineralisation of the palaeoproterozoic bryah and padbury basins pirajno, f. and occhipinti, s.a., 1998.",1,mineralisation,1,mineralisation,"unpublished report by gleneagle gold ltd. murphy, j. unpublished report by gleneagle gold ltd. pirajno, f,. geology and mineralisation of the palaeoproterozoic bryah and padbury basins pirajno, f. and occhipinti, s.a., 1998. geology of the bryah 1:100 000 sheet: western australia geological survey, 1:100 000 geological series explanatory notes, 41p.",,0,,western australia,gold,,,False,,
a081730_c16_2008_2008a_16661391_60,a081730_c16_2008_2008a_16661391.json,60,"the earliest, d1 d2 event involved nne ssw to n s compression, resulting in a broad, approximately east west structural arch through the core of the basin.",1,broad,1,broad,"metamorphic grade increases from east to west. the bryah padbury basin forms part of the capricorn oregon, a collision zone between the archaean yilgarn and pilbara cratons, and was subject to regional compression, under two progressive deformation regimes between 2000ma and 1600ma (pirajno et al., 2000; davis, 2005). the earliest, d1 d2 event involved nne ssw to n s compression, resulting in a broad, approximately east west structural arch through the core of the basin. the d3 d4 event involved ese wnw to e w compression, resulting in n s trending folds and thrust belts.",,0,,"pilbara, capricorn",,,archaean,False,,
a081730_c16_2008_2008a_16661391_63,a081730_c16_2008_2008a_16661391.json,63,mineralisation within the bryah basin mainly comprises orogenic lode gold and volcanogenic massive sulphide cu au deposits.,1,mineralisation,1,mineralisation,"the d3 d4 event involved ese wnw to e w compression, resulting in n s trending folds and thrust belts. metamorphic grade throughout the bryah basin comprises prograde assemblages up to greenschist facies, post dated by retrograde overprints within high strain zones. mineralisation within the bryah basin mainly comprises orogenic lode gold and volcanogenic massive sulphide cu au deposits. to date, the majority of exploited gold mineralisation is structurally controlled, mesothermal, epigenetic lode systems, formed during the d3 d4 stages of regional deformation.",,0,greenschist,bryah basin,"sulphide, gold","orogenic lode, lode",,False,,
a084775_c51_2006-mt alexander project_15236562_6,a084775_c51_2006-mt alexander project_15236562.json,6,"a large banded iron formation [bif] outcrop within e08 1410, delineated in the 2007 magnetic survey, was subjected to preliminary assessment as a potential iron resource and preparations were made to apply for authorisation to explore for iron within the tenement.",1,potential,1,potential,"during the reporting period an aeromagnetic interpretation generated following a survey conducted in the previous year, which included the generation of a 3d inversion model, was further evaluated with the objective of delineating new target areas. in addition track and drill pad establishment and upgrade was completed for the central parts of the project area and a geological review was undertaken. a large banded iron formation [bif] outcrop within e08 1410, delineated in the 2007 magnetic survey, was subjected to preliminary assessment as a potential iron resource and preparations were made to apply for authorisation to explore for iron within the tenement. further evaluation of the bif outcrop (extending over 7000 metres) by rc and diamond drilling is planned in the following year.",,0,"banded iron formation, bif",,"iron, diamond",,,False,,
a084775_c51_2006-mt alexander project_15236562_12,a084775_c51_2006-mt alexander project_15236562.json,12,these present as magnetic lows and are interpreted to be attributable to buried granitic bodies that have the potential to contain associated tungsten mineralisation.,2,"potential, mineralisation",2,"potential, mineralisation","an aeromagnetic and radiometric interpretation of the southern part of the project area (e 08 1410 and e 08 1074) completed by consultant geophysicists, southern geoscience consultants in 2007 2008 was further evaluated in the reporting period. the 3d inversion model evaluation referred to above generated a total of 11 geophysical targets. these present as magnetic lows and are interpreted to be attributable to buried granitic bodies that have the potential to contain associated tungsten mineralisation. the geological model involves a carapace of potentially mineralised rocks above the buried granitic bodies.",,0,,,tungsten,,,False,,
a084775_c51_2006-mt alexander project_15236562_15,a084775_c51_2006-mt alexander project_15236562.json,15,tungsten mineralisation at depth has been intersected in drilling at three of these prospects.,1,mineralisation,1,mineralisation,the geological model involves a carapace of potentially mineralised rocks above the buried granitic bodies. a total of four of these geophysical targets coincide with known tungsten prospect areas. tungsten mineralisation at depth has been intersected in drilling at three of these prospects. the evaluation of the 3d inversion model and the geological model for moodang well has resulted in the formulation of a proposed drilling program involving 16 new drill holes.,,0,,,tungsten,,,False,,
a084775_c51_2006-mt alexander project_15236562_22,a084775_c51_2006-mt alexander project_15236562.json,22,zinc co conducted evaluation of base metal mineralisation at the mount alexander prospect during the period.,1,mineralisation,2,"potential, mineralisation","the objective of this work was to generate targets for drill testing. data from the aeromagnetic and radiometric survey was incorporated into the model with historic drilling data, satellite imagery, digital terrain model data, historic trench locations, geology, and aeromagnetic and radiometric survey targets. zinc co conducted evaluation of base metal mineralisation at the mount alexander prospect during the period. a total of 1400 analyses, collected by xrf analyser in the field, of the potential base metal mineralised dolomite shale horizon at the mount alexander prospect, were undertaken.",,0,shale,,"dolomite, zinc",base metal,,False,,
a084775_c51_2006-mt alexander project_15236562_28,a084775_c51_2006-mt alexander project_15236562.json,28,"the recognition of a major banded iron formation sequence immediately west of the mount alexander prospect base metal horizon, the extent of which was confirmed from the 2007 aeromagnetic survey, stimulated a field inspection aimed at evaluating the iron mineralisation potential.",2,"potential, mineralisation",2,"potential, mineralisation","characterisation chemical analyses of an indicative batch of these samples yielded sub economic values for manganese oxide but iron values between 37% fe and 68% fe were returned. zinc cos planning drilling program at the mount alexander base metal prospect, for which drill pad and track preparation was completed in the previous period, was placed on hold, following these sampling campaigns. the recognition of a major banded iron formation sequence immediately west of the mount alexander prospect base metal horizon, the extent of which was confirmed from the 2007 aeromagnetic survey, stimulated a field inspection aimed at evaluating the iron mineralisation potential. preliminary mapping and rock sampling was initiated in the period.",,0,banded iron formation,,"oxide, zinc, manganese, iron",base metal,,False,,
a084775_c51_2006-mt alexander project_15236562_35,a084775_c51_2006-mt alexander project_15236562.json,35,a large banded iron formation sequence delineated in the northern portion of el e08 1410 has potential for iron deposits.,1,potential,1,potential,a 16 hole drilling program is planned for the following year. a heritage survey has been completed in anticipation of planning for this program. a large banded iron formation sequence delineated in the northern portion of el e08 1410 has potential for iron deposits. this potential will be further evaluated by drilling and other relevant testwork in the next period.,,0,banded iron formation,,,iron deposits,,False,,
a084775_c51_2006-mt alexander project_15236562_46,a084775_c51_2006-mt alexander project_15236562.json,46,the terrain is characterised by rugged ranges rising from broad plains.,2,"broad, rising",2,"broad, rising","the loves find prospect, situated about 2.5 kilometres southwest of the nanutarra roadhouse, is accessible to the west of the highway via unsealed tracks approximately 1 kilometre south of the roadhouse. access to the moodang well and mt alexander prospects is gained via the uaroo glenflorrie road, which leaves the highway approximately 20 kilometres southwest of the roadhouse and then by unsealed station tracks. the terrain is characterised by rugged ranges rising from broad plains. the area is semi arid and has a sub tropical climatic regime.",,0,,southwest,,,,False,,
a084775_c51_2006-mt alexander project_15236562_59,a084775_c51_2006-mt alexander project_15236562.json,59,"the kilba granite has intruded the morrissey metamorphic suite, producing extensive contact metamorphism and the local development of skarn and marble.",1,extensive,1,extensive,"the sequence was subjected to regional metamorphism, giving rise to the morrissey metamorphic suite. metamorphic grades increase towards the west and southwest, ranging from quartz muscovite schist through to amphibolites, marble and localised migmatite. the kilba granite has intruded the morrissey metamorphic suite, producing extensive contact metamorphism and the local development of skarn and marble. two main phases of deformation are recognised in the wyloo group: d1 deformation resulted in steep dipping bedding and a well developed schistosity coincident with the peak of regional metamorphism.","wyloo group, morrissey metamorphic suite, kilba granite",0,"marble, migmatite, skarn, amphibolites, schist",southwest,"quartz, muscovite",,,False,,
a084775_c51_2006-mt alexander project_15236562_67,a084775_c51_2006-mt alexander project_15236562.json,67,"mineralisation, with affinities to broken hill pb zn style, occurs sporadically over a six kilometre strike length of the sequence.",1,mineralisation,1,mineralisation,"local zones of contact metamorphism also indicate the presence of granitoid at shallow depth. the mount alexander prospect, situated at the northern end of tenement e08 1410, encloses a folded sequence of dolomites and banded iron formations (bifs) as part of the ashburton formation within the gascoyne province geological terrane. mineralisation, with affinities to broken hill pb zn style, occurs sporadically over a six kilometre strike length of the sequence. major known mineralisation occurs at cyprus gossan, where drill intercepts of 8 m of 2.83% zn and 0.95% pb and 4m of 3.15% zn have been recorded beneath the main siliceous gossan that has returned 42m of 1.36% zn, 1.08% pb and 17.2 g t ag from surface sampling.",ashburton formation,0,"granitoid, bifs, banded iron formations, gossan","broken hill, gascoyne province",dolomites,,,False,,
a075955_hoppmann  annual report m30_16530369_1,a075955_hoppmann  annual report m30_16530369.json,1,consequently the wja estimates for mavis potential are not considered relevant.,1,potential,1,potential,"in addition, batten 2005, reported recent production of an unknown tonnage from the mavis lode. consequently the wja estimates for mavis potential are not considered relevant. 5.2 maher mining the sullivan (2001) report contained little information on new work.",,0,unknown,,,lode,,False,,
a075955_hoppmann  annual report m30_16530369_10,a075955_hoppmann  annual report m30_16530369.json,10,"reliable surface and underground geological maps, as well as additional sampling, would assist determination of lode attitudes and mineralisation patterns.",1,mineralisation,2,"potential, mineralisation","information from the dump sampling program by a prior party would also be extremely valuable. all surface and underground mine workings including; drives, stopes, intersections of r c bores with mine workings, shaft collars, prospect holes, costeans and bore collars should be accurately surveyed. reliable surface and underground geological maps, as well as additional sampling, would assist determination of lode attitudes and mineralisation patterns. close attention should be paid to the potential for a bonanza shoot at the intersection of the oakley and mavis lodes.",,0,,,,"lodes, lode",,False,,
a075955_hoppmann  annual report m30_16530369_19,a075955_hoppmann  annual report m30_16530369.json,19,no evidence was found of any significant au mineralisation away from quartz veins and not all quartz veins were found to be mineralised.,1,mineralisation,1,mineralisation,"the description of the face at the base of the mavis shaft is consistent with such a bonanza shoot. samples hm011 and hm012, 5.53 g t au and 1.19 g t au, respectively may be from a northern vein set parallel to the oakley lode. no evidence was found of any significant au mineralisation away from quartz veins and not all quartz veins were found to be mineralised. 7 of the 16 transcontinental r c diamond core bores entered mine workings.",,0,quartz veins,,diamond,lode,,False,,
a075955_hoppmann  annual report m30_16530369_35,a075955_hoppmann  annual report m30_16530369.json,35,"however, considerable care was taken to locate the bore collars as precisely as possible.",1,possible,1,possible,"see plan 1. no attempt was made to obtain reduced levels and position accuracy for individual points is probably of the order of several metres. however, considerable care was taken to locate the bore collars as precisely as possible. 8 r c bore collars on 3 drill lines were found 38 92m southeast to southwest of the mavis shaft portal.",,0,,southwest,,,,False,,
a075955_hoppmann  annual report m30_16530369_62,a075955_hoppmann  annual report m30_16530369.json,62,"in additional to the potential for additional ore resources on both the mavis and oakley lode structures, the possibility of bonanza shoot development at the intersections of these structures is considered very real.",1,potential,1,potential,"site inspections were made, an approximate surface plan was prepared for the mine area, and rock chip and ultraviolet lamping programs completed. unfortunately the most comprehensive of the historic exploration programs form30 104 was poorly documented and much useful information has potentially been lost. in additional to the potential for additional ore resources on both the mavis and oakley lode structures, the possibility of bonanza shoot development at the intersections of these structures is considered very real. a program of future work is outlined.",,0,,,,lode,,False,,
a075955_hoppmann  annual report m30_16530369_92,a075955_hoppmann  annual report m30_16530369.json,92,the porphyry is reported to grade above 0.1 grams tonne in some drill intersections and consequently it may have had some role in the mineralisation process.,1,mineralisation,1,mineralisation,"however, a north easterly striking massive fe oxide horizon that outcrops to the north of the oakley shaft may represent the surface trace of the associated fault. although au was detected in all 5 of the authors samples from the surface of this structure, the highest was only 0.43 grams au tonne. the porphyry is reported to grade above 0.1 grams tonne in some drill intersections and consequently it may have had some role in the mineralisation process. the author found specimens of porphyry on mine dumps but did not locate any in outcrop and did not go underground.",,0,porphyry,,oxide,,,False,,
a075955_hoppmann  annual report m30_16530369_121,a075955_hoppmann  annual report m30_16530369.json,121,whether these subtle differences have any relationship to the mineralisation is not known.,1,mineralisation,1,mineralisation,"nevertheless, the 2 highest readings (60 s s, sites 2 and 12) were from dumps of fresh rock and as figure bb shows, there is some clustering of values. for example, there is a group of comparatively low values in the vicinity of the oakley shaft. whether these subtle differences have any relationship to the mineralisation is not known. 6.5.2 ultraviolet lamp study the mineral scheelite, (cawo4), fluoresces strongly under ultraviolet light.",,0,,,scheelite,,,False,,
a084413_e521675_2009p_9227474_5,a084413_e521675_2009p_9227474.json,5,in conclusion is it believed that the surrendered portions of e52 1675 have the lowest potential to host significant gold mineralisation.,2,"potential, mineralisation",2,"potential, mineralisation","the sedimentary, volcanic and intrusive rocks of the basins lie in faulted contact with the archaean yarlarweelor domain (yilgarn craton) to the north and the archaean narryer terrane (yilgarn craton) to the south. work over the surrendered portion of the tenement from past three years has comprised of an airborne geophysical survey, no other work has been completed over this area. in conclusion is it believed that the surrendered portions of e52 1675 have the lowest potential to host significant gold mineralisation. page ii contents executive summary .i contents .ii list of figures .ii.",,0,intrusive rocks,yilgarn craton,gold,,archaean,False,,
a084413_e521675_2009p_9227474_15,a084413_e521675_2009p_9227474.json,15,"5.1 livingstone prospect (gold) the mineralisation is hosted wholly within sedimentary rocks of the millidie creek formation and appears to be hosted and controlled by a major wnw trending shear zone, an element of the trillbar gold corridor.",1,mineralisation,1,mineralisation,"exploration licence 52 1675 is encompassed within a native title claim (wc00 012) by the ngoonooru wadjari claim group. a heritage protection agreement is in place between talismanmining ltd frank richardson and the native title claimants. 5.1 livingstone prospect (gold) the mineralisation is hosted wholly within sedimentary rocks of the millidie creek formation and appears to be hosted and controlled by a major wnw trending shear zone, an element of the trillbar gold corridor. the mineralised lode system dips steeply to the north, and is hosted within a series of parallel narrow quartz veins.",millidie creek formation,0,"quartz veins, sedimentary rocks",,gold,lode,,False,,
a084413_e521675_2009p_9227474_48,a084413_e521675_2009p_9227474.json,48,"pervasive deformation of the bryah padbury basins most likely occurred during the capricorn orogeny resulting in extensive folding and faulting, with at least page 4 four stages of deformation noted.",1,extensive,1,extensive,"the southern margin of the trillbar belt is defined by a deformed archaean proterozoic unconformity with the northern margin of the archaean yilgarn craton. the northern margin of the trillbar belt overlies and is in fault contact with the late archaean yarlarweelor gneiss complex of the narryer terrane. pervasive deformation of the bryah padbury basins most likely occurred during the capricorn orogeny resulting in extensive folding and faulting, with at least page 4 four stages of deformation noted. in some locations, the rock units on the southern margin of the trillbar belt have been described as exhibiting mylonitic fabrics.",yarlarweelor gneiss complex,0,,"capricorn, yilgarn craton",,,"proterozoic, archaean",False,,
a084413_e521675_2009p_9227474_52,a084413_e521675_2009p_9227474.json,52,"structure within the tenement block is dominated by a series of west to west northwest trending strike parallel faults (the trillbar gold corridor), which have been inferred from aeromagnetic data, and display a spatial association with gold mineralisation.",1,mineralisation,1,mineralisation,"metamorphism varies throughout the bryah padbury basin, although rarely exceeding greenschist facies, with the trillbar belt predominantly in the mid upper greenschist facies. one of the major faults occurring within the bryah padbury basin is the wnw ese trending coolinbar fortnum fault, which appears to be spatially related to the majority of the gold deposits within the fortnum and labouchere mining camps. structure within the tenement block is dominated by a series of west to west northwest trending strike parallel faults (the trillbar gold corridor), which have been inferred from aeromagnetic data, and display a spatial association with gold mineralisation. these faults include the fault at the contact between the narracoota formation and the millidie creek formation.","millidie creek formation, narracoota formation",0,greenschist,,gold,gold deposits,,False,,
a084413_e521675_2009p_9227474_55,a084413_e521675_2009p_9227474.json,55,"exploration licence 52 1675, comprising part of the trillbar project, has been shown by previous historic mining to contain significant gold mineralisation, with past work also confirming this potential.",2,"potential, mineralisation",2,"potential, mineralisation","these faults include the fault at the contact between the narracoota formation and the millidie creek formation. a minimum of five parallel faults or shear zones have been interpreted, all of which are in turn parallel to the kerba fault marking the contact with the archaean yarlarweelor domain immediately to the north. exploration licence 52 1675, comprising part of the trillbar project, has been shown by previous historic mining to contain significant gold mineralisation, with past work also confirming this potential. it is the belief of talisman that the surrendered portions of e52 1675 have the lowest potential to host significant gold mineralisation.","millidie creek formation, narracoota formation",0,,,gold,,archaean,False,,
a080952_m51_338-munro bore annual rpt to jan 09_11796346_32,a080952_m51_338-munro bore annual rpt to jan 09_11796346.json,32,"after the mra withdrew from the jv agreement giralia continued exploration at several targets with gold resource potential, particularly at munro bore north, an area of previous rc drilling where intersections include 12 metres @ 4.74 g t gold, 24 metres @ 2.1 g t gold and 10 metres @ 5.98 g t gold.",1,potential,1,potential,"previous exploration by mra began in 2000 and is detailed by nunn (2000) and nunn (2001). a summary of that work is presented in table 2. after the mra withdrew from the jv agreement giralia continued exploration at several targets with gold resource potential, particularly at munro bore north, an area of previous rc drilling where intersections include 12 metres @ 4.74 g t gold, 24 metres @ 2.1 g t gold and 10 metres @ 5.98 g t gold. at the munro bore workings, an area of significant historical pits and open stopes has returned intersections including 2 metres @ 8.8 g t gold and 20 metres @ 2.4 g t gold.",,0,,,gold,,,False,,
a080952_m51_338-munro bore annual rpt to jan 09_11796346_43,a080952_m51_338-munro bore annual rpt to jan 09_11796346.json,43,"the result from hole rcmb005 (18 metres @ 1.42 g t gold including 6 metres @ 2.77 g t gold from 18 metres) is significant in that it demonstrates the presence of a second parallel zone of gold mineralisation at the north prospect, whilst rcmb003 (8metres@ 1.68 g t gold) confirms a western extension to the main north zone of mineralisation.",1,mineralisation,1,mineralisation,"the drilling tested targets in all four prospective areas at munro bore; north, workings, central and southern. intersections are shown in the table below. the result from hole rcmb005 (18 metres @ 1.42 g t gold including 6 metres @ 2.77 g t gold from 18 metres) is significant in that it demonstrates the presence of a second parallel zone of gold mineralisation at the north prospect, whilst rcmb003 (8metres@ 1.68 g t gold) confirms a western extension to the main north zone of mineralisation. aircore hole ramb006 (18 metres @ 2.86 g t gold from 28 metres) tested the southern prospect, a 100 metre wide zone of supergene gold anomalism defined by previous rab drilling in a zone of silicified, quartz veined, fuchsite altered felsic schists.",,0,felsic schists,,"quartz, fuchsite, gold",,,False,,
