event_id,filename,group,sentence_idx,sentence_text,n_trigger_words_in_sentence,trigger_words_in_sentence,n_trigger_words_in_event,trigger_words_in_event,event_text,STRAT,event_label,ROCK,LOCATION,MINERAL,ORE_DEPOSIT,TIMESCALE,reviewed,Near Miss Event,Key trigger phrase,n_trigger_words,polarity,subjectivity,negative,neutral,positive,compound
a074628_c64_2006a_17408554_84,a074628_c64_2006a_17408554.json,6,84,"hydromorphic activity is also favoured in structurally prepared weathering zones, which accounts for the more localised nature of high grade ni co mineralisation.",,['mineralisation'],,"['enriched', 'mineralisation', 'mineralisation']","the genesis of nickel laterite ores involve the removal of soluble minerals (mgo, sio2, ca, k and na) and elements, resulting in preferentially concentrated resistant minerals and insoluble elements (ni and co) within the extremely leached ultramafic clay weathering profile aided with concentration by supergene processes. further enrichment occurred at palaeo water tables, particularly during the tertiary when continental weathering of the eastern goldfields was on going. these watertable related enriched supergene ni co horizons; evidenced by elevated manganese with a very strong mn co correlation and to a lesser extent mn ni for ni >1%. hydromorphic activity is also favoured in structurally prepared weathering zones, which accounts for the more localised nature of high grade ni co mineralisation. the prospective (for nickel laterite mineralisation) eastern kalpini ultramafic sequence is formed by a range of komatiite lithologies within a single thick, fractionated flow unit. the stratigraphic sequence in descending order of the flow units consists of: 1.",[],0,"['laterite', 'clay', 'laterite', 'komatiite']","['genesis', 'goldfields']","['nickel', 'manganese', 'nickel']",[],['tertiary'],True,True,evidenced by,1.0,0.08935714285714284,0.541595238095238,0.0,0.947,0.053,0.807
a074628_c64_2006a_17408554_95,a074628_c64_2006a_17408554.json,6,95,mesocumulates (omc) are rocks in which the cumulus crystals exhibit extensive mutual boundary contact but which retain some recognisable primary igneous porosity.,,['extensive'],,['extensive'],"4.1 cumulate texture cumulate textures vary from high packing density crystal ovoid polygons in oac, to very loosely packed rice grains in ooc. cumulate textures are subdivided on the basis of the proportion of cumulus crystals to the crystallisation products of magma trapped between the cumulus crystals. orthocumulates (ooc) exhibit a high proportion of intercumulus material enclosing subhedral to euhedral cumulus olivine crystals. mesocumulates (omc) are rocks in which the cumulus crystals exhibit extensive mutual boundary contact but which retain some recognisable primary igneous porosity. adcumulates (oac) are rocks, which have little or no intercumulus material and are characterised by anhedral crystals exhibiting a very high degree of mutual boundary contact and triple point junctions. an idealised komatiite sheet flow stratigraphic succession in descending order is: gabbro (non cumulate) pyroxenite pyroxene cumulates (including harrisite) ooc olivine orthocumulate, thin heterogeneous units omc olivine mesocumulate, upper oac olivine adcumulate, thick uniform sheet flow sequence omc basal olivine mesocumulate ooc basal thin unit olivine orthocumulate textural interpretations are an important exploration guide, and are a prime basis for drill hole siting.",[],0,"['komatiite', 'gabbro', 'pyroxenite']",[],"['crystal', 'crystals', 'crystals', 'olivine', 'crystals', 'crystals', 'crystals', 'pyroxene', 'olivine', 'olivine', 'olivine', 'olivine', 'olivine']",[],[],True,False,,1.0,-0.019961538461538458,0.5107948717948717,0.025,0.916,0.059,0.7444
a074628_c64_2006a_17408554_99,a074628_c64_2006a_17408554.json,6,99,"some sulphide mineralisation has been noted in the fresh ultramafics, but there does not appear to be any correlation between the sulphides and elevated nickel mineralisation within the ultramafics at depth.",,"['mineralisation', 'mineralisation']",,"['mineralisation', 'mineralisation']","adcumulates (oac) are rocks, which have little or no intercumulus material and are characterised by anhedral crystals exhibiting a very high degree of mutual boundary contact and triple point junctions. an idealised komatiite sheet flow stratigraphic succession in descending order is: gabbro (non cumulate) pyroxenite pyroxene cumulates (including harrisite) ooc olivine orthocumulate, thin heterogeneous units omc olivine mesocumulate, upper oac olivine adcumulate, thick uniform sheet flow sequence omc basal olivine mesocumulate ooc basal thin unit olivine orthocumulate textural interpretations are an important exploration guide, and are a prime basis for drill hole siting. strong drilling results can be rapidly encountered through effective field interpretation of komatiite facies based on textural observations. some sulphide mineralisation has been noted in the fresh ultramafics, but there does not appear to be any correlation between the sulphides and elevated nickel mineralisation within the ultramafics at depth. drill log data indicates that the ultramafics consist of orthocumulate serpentinites and olivinites, while the granites contain lenses of felsic porphyry, and fine grained diorites and rhyolites. the mafics consist of gabbro, dolerite and basalt.",[],0,"['komatiite', 'gabbro', 'pyroxenite', 'komatiite', 'serpentinites', 'granites', 'porphyry', 'diorites', 'rhyolites', 'gabbro', 'dolerite', 'basalt']",[],"['crystals', 'pyroxene', 'olivine', 'olivine', 'olivine', 'olivine', 'olivine', 'sulphide', 'sulphides', 'nickel']",[],[],True,False,,2.0,0.09731818181818182,0.6282121212121212,0.008,0.913,0.079,0.8355
a074628_c64_2006a_17408554_104,a074628_c64_2006a_17408554.json,6,104,the potentially economic nickel cobalt mineralisation is solely within the weathering profile.,,['mineralisation'],,"['mineralisation', 'mineralisation', 'mineralisation']","the mafics consist of gabbro, dolerite and basalt. the weathering profile is not uniform, with fresh rock being encountered from near surface to depths of up to 100 metres. generally the weathering profile averages about 55 metres. the potentially economic nickel cobalt mineralisation is solely within the weathering profile. 4.2 weathering effects there is typically a sharp upper boundary to 0.5% nickel mineralisation envelope, but a more gradual tapering off to background values at the lower boundary of the 0.5% mineralisation. for all cut off grades considered above 0.5% nickel, for example at the 0.8% nickel cut off grade used for mining assessment purposes, there is a gradational change from waste to ore grade material at the upper and lower ends of the intercept, foreshadowing a minimal level of lower grade waste or overburden dilution during open put mining.",[],0,"['gabbro', 'dolerite', 'basalt']",[],"['nickel', 'nickel', 'nickel', 'nickel']",[],[],True,False,,1.0,0.040384615384615394,0.31153846153846154,0.148,0.828,0.023,-0.9519
a074628_c64_2006a_17408554_115,a074628_c64_2006a_17408554.json,6,115,"much of the potential mineralisation is found within grey brown or dark grey saprolites, but frequently high grade material is found within goethitic haematitic saprolites or within siliceous pale grey saprolites.",,"['potential', 'mineralisation']",,"['potential', 'mineralisation', 'mineralisation']","underlying the plasmic clays are saprolitic clays with occasional silcrete bands up to 5 6 metre thick. the saprolites, where not mineralised with nickel and cobalt, are usually iron rich (limonitic, haematitic and goethitic). the economic nickel cobalt occurs within the saprolitic clay zones, generally a few metres below the boundary between the overlying plasmic clays and the underlying saprolitic clays. much of the potential mineralisation is found within grey brown or dark grey saprolites, but frequently high grade material is found within goethitic haematitic saprolites or within siliceous pale grey saprolites. a reliable visual control on the mineralisation has not been established. where present, the smectites occur towards the top of the saprolite zone.",[],0,"['clays', 'clays', 'silcrete', 'saprolites', 'clay', 'clays', 'clays', 'saprolites', 'saprolites', 'saprolites', 'saprolite']","['grey', 'grey', 'grey']","['nickel', 'iron', 'nickel', 'smectites']",[],[],True,False,,2.0,0.010294117647058823,0.2952941176470588,0.0,0.93,0.07,0.6124
a074628_c64_2006a_17408554_120,a074628_c64_2006a_17408554.json,6,120,saprolites make up about 70% of the economic mineralisation envelope.,,['mineralisation'],,"['mineralisation', 'mineralisation']","where present, the smectites occur towards the top of the saprolite zone. nontronite, like the smectite is not uniform and perhaps about 15% of the mineralisation occurs within nontronites. where present, the nontronites occur towards the top of the mineralised zones. saprolites make up about 70% of the economic mineralisation envelope. 5.0 work completed 2005 exploration activities for the reporting year focussed primarily on project review. the project review consisted of viewing and assessing the following datasets: regional digital terrain model (figure 1.",[],0,"['saprolite', 'saprolites']",[],"['smectites', 'nontronite', 'smectite', 'nontronites', 'nontronites']",[],[],True,False,,1.0,0.2,0.225,0.0,0.908,0.092,0.7184
a074628_c64_2006a_17408554_151,a074628_c64_2006a_17408554.json,6,151,"snowden, 2004. review of the nickel sulphide potential of heron resources ltds kalpini project.",,['potential'],,"['potential', 'potential']","geology of the greenstone terranes in the kurnalpi edjudina region, southeastern yilgarn craton. western australia geological survey, report 47, 31 pp. swager, c. p., 1997, tectono stratigraphy of late archaean greenstone terranes in the southern eastern goldfields, western australia. snowden, 2004. review of the nickel sulphide potential of heron resources ltds kalpini project. internal consultants report. 1998; mineral potential of the archean pilbara and yilgarn cratons, western australia, agso journal of australian geology and geophysics, 17, p 201 222.",[],0,"['greenstone', 'greenstone']","['kurnalpi', 'yilgarn craton', 'western australia', 'goldfields', 'western australia', 'pilbara', 'western australia']","['nickel', 'sulphide']",[],"['archaean', 'archean']",True,True,mineral potential,1.0,-0.03333333333333333,0.2888888888888889,0.0,0.986,0.014,0.0258
a074839_c79_2005_2006a_16122064_2,a074839_c79_2005_2006a_16122064.json,6,2,"soil sampling in regional work proved inconclusive and it was suggested that blind mineralisation may have little or no surface geochemical signature, and that other exploration techniques need to be employed (e.g.",,['mineralisation'],,"['mineralisation', 'mineralisation']","during 2000, perilya limited acquired an option to purchase the project from grange. perilyas work included soil and rock chip sampling, mapping, rab and rc drilling. soil sampling in regional work proved inconclusive and it was suggested that blind mineralisation may have little or no surface geochemical signature, and that other exploration techniques need to be employed (e.g. geophysics, drilling). rab drilling targeting soil geochemistry anomalies, magnetic low anomalies, and infilling and extensions of known zones of mineralisation.",[],0,[],[],[],[],[],True,False,,1.0,-0.17678571428571427,0.3969047619047619,0.103,0.874,0.023,-0.6929
a074839_c79_2005_2006a_16122064_6,a074839_c79_2005_2006a_16122064.json,6,6,"perilya withdrew after concluding that although the tenements had not been exhaustively explored, and the possibility of further ore zones could not be ruled out, the economics of the current resource base did not have perceived potential to be upgraded significantly.",,['potential'],,"['mineralisation', 'potential', 'potential']","geophysics, drilling). rab drilling targeting soil geochemistry anomalies, magnetic low anomalies, and infilling and extensions of known zones of mineralisation. rc drilling targeted down plunge potential identified from the rab drilling. perilya withdrew after concluding that although the tenements had not been exhaustively explored, and the possibility of further ore zones could not be ruled out, the economics of the current resource base did not have perceived potential to be upgraded significantly. 5.0 previous work gleneagle gold limited during the 2004 work year exploration activities included the processing of geophysical data and a review of wamex open file data. all available wamex open file drilling and surface sample data was compiled and loaded into gleneagles datashed database.",[],0,[],[],['gold'],[],[],True,True,possibility of further ore zones,1.0,-0.0322039072039072,0.5441086691086692,0.033,0.938,0.029,-0.1486
a074839_c79_2005_2006a_16122064_11,a074839_c79_2005_2006a_16122064.json,6,11,"regional geological mapping at 1:10 000 scale was conducted over the durack project area with the objective of increasing the understanding of regional controls on gold mineralisation, and to assess the remaining prospectivity and location of potential target areas within the project area.",,"['mineralisation', 'potential']",,"['mineralisation', 'potential']","all available wamex open file drilling and surface sample data was compiled and loaded into gleneagles datashed database. the information compiled included historical data within and adjacent to tenements p52 1041 42. during the 2005 work year exploration activities included geological mapping, rock chip and soil sampling. regional geological mapping at 1:10 000 scale was conducted over the durack project area with the objective of increasing the understanding of regional controls on gold mineralisation, and to assess the remaining prospectivity and location of potential target areas within the project area. a total of 15 rock chip samples were taken and comprised predominantly of jasperoidal chert with quartz veining. the samples did not return any significantly anomalous results with the peak value being 26 ppb au.",[],0,['chert'],[],"['gold', 'quartz']",[],[],True,False,,2.0,0.11071428571428572,0.5178571428571429,0.0,0.966,0.034,0.5106
a074839_c79_2005_2006a_16122064_23,a074839_c79_2005_2006a_16122064.json,6,23,"in 1988 barrack mines ltd entered into a joint venture with lac, and during 1989 90, undertook a program of bleg stream sediment sampling that identified the durack prospect, a broad area of persistent gold anomalism over an area of lateritic cover.",,['broad'],,['broad'],"results: no exploration targets have been identified from the desktop review. conclusion: further assessment of the area is required to identify if there are any exploration targets. 88) during 1985 88, the joint venture between hunter resources nl, samantha exploration and lac minerals nl (lac) carried out air magnetic interpretation, aerial photography and geological mapping at 1:25,000. in 1988 barrack mines ltd entered into a joint venture with lac, and during 1989 90, undertook a program of bleg stream sediment sampling that identified the durack prospect, a broad area of persistent gold anomalism over an area of lateritic cover. follow up bleg soil sampling identified an anomalous gold soil anomaly (>20 ppb au), with a maximum value of 370 ppb au, over an area 2,000 metres x 1,200 metres. follow up rab drilling encountered gold mineralisation(>1g t au) over a strike extent of 1,400 metres.",[],0,['sediment'],[],"['gold', 'gold', 'gold']",[],[],True,False,,1.0,0.03125,0.40625,0.026,0.903,0.071,0.6808
a074839_c79_2005_2006a_16122064_51,a074839_c79_2005_2006a_16122064.json,6,51,"jasperoidal silica alteration is commonly developed adjacent to lithological contacts and has a close association with gold mineralisation (van noort, 2005).",,['mineralisation'],,['mineralisation'],"the corridor comprises a suite of intercalated mafic volcanic and argillaceous sedimentary rocks, with minor felsic and intermediate volcanoclastics in the north. this sequence shows some lithological similarities to the fortnum wedge, and probably represents the uppermost, felsic part of the naracoota formation. rocks within the corridor are folded and highly sheared, and affected by pervasive sericite carbonate pyrite alteration, with biotite and fuchsite associated with more intensely altered zones. jasperoidal silica alteration is commonly developed adjacent to lithological contacts and has a close association with gold mineralisation (van noort, 2005). mafic and ultramafic rocks on the northern and southern margins of the corridor are highly sheared, with pervasive carbonate pyrite alteration. the durack mineralised corridor is located along the axis of a regional wnw trending synclinal structure and is unconformably overlain by sedimentary rocks of the wilthorpe formation to the west of the outback prospect.",['wilthorpe formation'],0,"['sedimentary rocks', 'sedimentary rocks']",[],"['sericite', 'carbonate', 'pyrite', 'biotite', 'fuchsite', 'silica', 'gold', 'carbonate', 'pyrite']",[],[],True,False,,1.0,0.15285714285714286,0.44,0.013,0.972,0.015,0.0865
a074839_c79_2005_2006a_16122064_55,a074839_c79_2005_2006a_16122064.json,6,55,"durack project c79 2005 2006 annual report page 12 of 19 mineralisation at the durack and russian jack prospects coincides with nw to nnetrending structures, associated with zones of de magnetising alteration.",,['mineralisation'],,"['mineralisation', 'extensive']","mafic and ultramafic rocks on the northern and southern margins of the corridor are highly sheared, with pervasive carbonate pyrite alteration. the durack mineralised corridor is located along the axis of a regional wnw trending synclinal structure and is unconformably overlain by sedimentary rocks of the wilthorpe formation to the west of the outback prospect. limited drill hole information suggests that the mineralised narracoota stratigraphy continues to the nw where it is concealed by the wilthorpe formation. durack project c79 2005 2006 annual report page 12 of 19 mineralisation at the durack and russian jack prospects coincides with nw to nnetrending structures, associated with zones of de magnetising alteration. this is consistent with interpretation of geology from drill holes, which indicates minor offsets in the narracoota stratigraphy, associated with n to nnw trending cross faults. these cross structures do not appear to be regionally extensive, and may represent dilatational, or riedel structures associated with the regional wnw trending shear fabric.","['wilthorpe formation', 'wilthorpe formation']",0,['sedimentary rocks'],[],"['carbonate', 'pyrite']",[],[],True,False,,1.0,0.032063492063492065,0.1629100529100529,0.031,0.942,0.027,-0.1531
a074839_c79_2005_2006a_16122064_61,a074839_c79_2005_2006a_16122064.json,6,61,"variably sulphidic jasperoidal silica alteration and quartz veining is prominent along the contact zones, developed within both formations, and is associated with patchy, weak gold anomalism.",,['patchy'],,"['mineralisation', 'patchy']","mineralisation at the outback prospect is also associated with demagnetising alteration, on a wnw trend, on the northern margin of the mineralised corridor. the ravelstone formation comprises lithic and quartz wacke, shale, and siltstones, forming prominent outcrops within the northern margin and southeast corner of the project area. the contact with the underlying narracoota formation is highly sheared and typically repeated due to folding or thrusting. variably sulphidic jasperoidal silica alteration and quartz veining is prominent along the contact zones, developed within both formations, and is associated with patchy, weak gold anomalism. the wilthorpe formation comprises a thick, interbedded sequence of quartz pebble conglomerate, quartz wacke, and siltstones in the western part of the project area. rocks are typically highly sheared with a steep wnw trending foliation.","['ravelstone formation', 'narracoota formation', 'wilthorpe formation']",0,"['quartz wacke', 'shale', 'siltstones', 'conglomerate', 'quartz wacke', 'siltstones']",[],"['silica', 'quartz', 'gold', 'quartz']",[],[],True,False,,1.0,0.04533333333333334,0.5355,0.022,0.925,0.052,0.4404
a074839_c79_2005_2006a_16122064_69,a074839_c79_2005_2006a_16122064.json,6,69,an assessment of the prospectivity of the entire durack project and the identification of potential targets was conducted.,,['potential'],,"['potential', 'potential', 'mineralisation']","table 1: summary of exploration activities. 3 table 2: tenement details . 7 table 3: tenement reversion details. an assessment of the prospectivity of the entire durack project and the identification of potential targets was conducted. on the prospecting licences, in the northern and southern part of the project, sheared contacts between the naracoota and ravelstone formations, and associated zones of jasperoidal silica alteration are considered to represent very limited potential. historically, this contact has been extensively explored throughout the bryah basin for mineralisation analogous to the harmony deposit, and is commonly found to be weakly anomalous.",['ravelstone formations'],0,[],['bryah basin'],['silica'],[],[],True,False,,1.0,-0.0853174603174603,0.47433862433862434,0.05,0.904,0.046,-0.101
a074915_e51_1067_verification_report_2007a_12406399_0,a074915_e51_1067_verification_report_2007a_12406399.json,6,0,together with e51 1094 it forms the jillewarra project a heritage agreement has been reached with the wadjari yamatji native title claimants on both jillewarra project tenements during the reporting period the following work has been done: full review of all previous exploration digital capture of all relevant previous exploration data for presentation in a gis environment assembly of various geoscientific data for presentation in a gis environment with subsequent interrogation of these data to identify prospective areas for gold mineralisation.,,['mineralisation'],,['mineralisation'],together with e51 1094 it forms the jillewarra project a heritage agreement has been reached with the wadjari yamatji native title claimants on both jillewarra project tenements during the reporting period the following work has been done: full review of all previous exploration digital capture of all relevant previous exploration data for presentation in a gis environment assembly of various geoscientific data for presentation in a gis environment with subsequent interrogation of these data to identify prospective areas for gold mineralisation.,[],0,[],[],['gold'],[],[],True,False,,1.0,0.05208333333333334,0.3041666666666667,0.0,0.898,0.102,0.7506
a075173_thaduna c144_2005_2007a_17096612_3,a075173_thaduna c144_2005_2007a_17096612.json,6,3,the project lies within the proterozoic yerrida basin proximal to the major goodin fault and is perceived to have base metal potential especially for fault controlled supergene copper amenable to sxew extraction.,,['potential'],,"['potential', 'potential']","sipa exploration nl thaduna project e52 1673, e52 1674 & e52 1858 annual report covering the period may 12 2006 to may 11 2007 (drilling at rooney prospect,looking west, old shaft in left middleground just south of drum, copper staining in left foreground) compiled by: d.h.a. note that these text files contain, for completeness, all sipa drilling data to date. the tenements surround the historic thaduna copper workings located about 170 km northeast of meekatharra in the peak hill mineral field. the project lies within the proterozoic yerrida basin proximal to the major goodin fault and is perceived to have base metal potential especially for fault controlled supergene copper amenable to sxew extraction. current exploration activities have comprised angle rab resampling, remediation of some may 2006 drillsites and another rab aircore drill program over parts of e52 1673 and e52 1674. an information memorandum was prepared for potential farm in partners with one party visiting the ground.",[],0,[],"['meekatharra', 'peak hill', 'yerrida basin']","['copper', 'copper', 'copper']",['base metal'],['proterozoic'],True,False,,1.0,-0.03977272727272728,0.5181818181818182,0.05,0.9,0.051,-0.2023
a075173_thaduna c144_2005_2007a_17096612_11,a075173_thaduna c144_2005_2007a_17096612.json,6,11,off track vehicle access is possible over much of the area although hampered on occasion by thicker vegetation within creeks.,,['possible'],,"['possible', 'potential']","the tenements surround the historic thaduna copper workings located about 170 km northeast of meekatharra in the peak hill mineral field. access to the ground is via the wiluna north road that intersects the great northern highway about 85 km south of kumarina. station tracks (neds creek station) provide further reasonable access within the area. off track vehicle access is possible over much of the area although hampered on occasion by thicker vegetation within creeks. the tenements lie within the proterozoic yerrida basin proximal to the major goodin fault and are perceived to have base metal potential especially for fault controlled supergene copper amenable to sxew extraction. the yerrida basin contains the magellan lead deposit, the earaheedy basin to the east and south has numerous lead zinc occurrences whilst the bryah basin to the west is host to significant gold and copper gold deposits.",[],0,[],"['meekatharra', 'peak hill', 'wiluna', 'yerrida basin', 'yerrida basin', 'magellan', 'earaheedy basin', 'bryah basin']","['copper', 'copper', 'lead', 'zinc', 'gold', 'copper']","['base metal', 'lead deposit', 'gold deposits']",['proterozoic'],True,False,,1.0,0.0798076923076923,0.6557692307692308,0.036,0.925,0.039,0.128
a075173_thaduna c144_2005_2007a_17096612_15,a075173_thaduna c144_2005_2007a_17096612.json,6,15,the thaduna project therefore is situated centrally in a metallogenically enriched province.,,['enriched'],,"['potential', 'enriched']","the tenements lie within the proterozoic yerrida basin proximal to the major goodin fault and are perceived to have base metal potential especially for fault controlled supergene copper amenable to sxew extraction. the yerrida basin contains the magellan lead deposit, the earaheedy basin to the east and south has numerous lead zinc occurrences whilst the bryah basin to the west is host to significant gold and copper gold deposits. the marymia (plutonic) gold deposits in archean greenstones are located north of thaduna. the thaduna project therefore is situated centrally in a metallogenically enriched province. figure 1 depicts the regional geological and metallogenic setting (based on the gswa 1:500k geology) whilst figure 2 depicts the thaduna copper occurrences, the tenements and exclusions therein on a landsat tm base. sipa has signed an alternative heritage agreement with the yamatji land and sea council representing native title claimants yungunga nya (wc99_046).",[],0,['greenstones'],"['yerrida basin', 'yerrida basin', 'magellan', 'earaheedy basin', 'bryah basin']","['copper', 'lead', 'zinc', 'gold', 'copper', 'copper']","['base metal', 'lead deposit', 'gold deposits', 'gold deposits']","['proterozoic', 'archean']",True,False,,1.0,-0.10694444444444445,0.7472222222222222,0.036,0.931,0.033,-0.1027
a075173_thaduna c144_2005_2007a_17096612_20,a075173_thaduna c144_2005_2007a_17096612.json,6,20,the rocks trend predominantly northeasterly and are folded into a broad southwesterly plunging synclinorium as is depicted on figure 3.,,['broad'],,['broad'],"sipa has signed an alternative heritage agreement with the yamatji land and sea council representing native title claimants yungunga nya (wc99_046). sipa has applied for an exemption for drop off for e52 1673 & 1674 3.0 geology the tenements are mostly underlain by palaeoproterozoic sediments belonging to the yerrida group with minor extension onto the archean marymia dome and the palaeoproterozoic earaheedy group. elements of the yerrida group present on the tenements are the juderina formation (predominantly arenites and argillites), the johnson cairn formation (predominantly argillites with some sedimentary carbonates) and the thaduna formation (lithic arenites and argillites of mafic provenance). the rocks trend predominantly northeasterly and are folded into a broad southwesterly plunging synclinorium as is depicted on figure 3. this deformation is part of the stanley fold belt that affects the northern margins of both the yerrida and earaheedy basins. 2800 tonnes cu produced approx.","['earaheedy group', 'juderina formation', 'johnson cairn formation', 'thaduna formation']",0,"['sediments', 'arenites', 'argillites', 'argillites', 'sedimentary carbonates', 'lithic arenites', 'argillites']",[],[],[],['archean'],True,False,,1.0,0.128125,0.253125,0.014,0.964,0.022,0.2732
a075173_thaduna c144_2005_2007a_17096612_28,a075173_thaduna c144_2005_2007a_17096612.json,6,28,primary copper sulphides are low grade where intersected to date.,,['low grade'],,"['low grade', 'mineralisation']","residual, erosional and transported regoliths are present on the tenements. copper mineralization is present at a number of localities both on the tenements (rooney, riccilee) and on excluded ground (thaduna, green dragon) as depicted on figure 3. marston (1979, gswa mineral resources bulletin 13) reports that the higher grade copper occurs as oxide and supergene sulphide mineralization within easterly to north northwesterly trending faults which are characterised by graphitic and quartz gangue in addition to brecciated country rock. primary copper sulphides are low grade where intersected to date. the major deposit, thaduna, is controlled by the 340 thaduna fault with mineralisation developed over 600m length at an average width of 3m and a maximum width of 21m. the known prospects constitute significant smoke.",[],0,['regoliths'],[],"['copper', 'copper', 'oxide', 'sulphide', 'quartz', 'copper', 'sulphides']",[],[],True,False,,1.0,0.08374999999999999,0.3675,0.079,0.88,0.041,-0.7184
a075173_thaduna c144_2005_2007a_17096612_86,a075173_thaduna c144_2005_2007a_17096612.json,6,86,"given that the bedrock sampling is limited and still widespaced, the results are considered to enhance the potential for the existence of further copper lodes.",,['potential'],,"['potential', 'mineralisation', 'mineralisation']","figure 5 presents a thematic map of maximum bedrock copper values whilst figure 6 presents a similar treatment for arsenic. there is an anomalous value of 788 ppm cu (sample 272602) in a hole between rooney and green dragon. that locale is a bona fide follow up target as the existence of some sort of copper lode in the vicinity is strongly suggested. given that the bedrock sampling is limited and still widespaced, the results are considered to enhance the potential for the existence of further copper lodes. at rooney there are reasonable intersections west of the 2006 rab holes in thr181 & 182 beneath the mineralisation exposed in the ne trending costean east wall and previously chip sampled but with no mineralisation apparent in the west wall of that costean. holes thr183 & 184 have narrow copper intersections whilst holes thr185 & 186 are anomalous only.",[],0,"['bedrock', 'bedrock']",[],"['copper', 'arsenic', 'copper', 'copper', 'copper']","['lode', 'lodes']",[],True,False,,1.0,0.0037698412698412656,0.4660714285714285,0.055,0.91,0.035,-0.4118
a075173_thaduna c144_2005_2007a_17096612_91,a075173_thaduna c144_2005_2007a_17096612.json,6,91,"although apparently strike challenged and therefore with limited tonnage upside, rooney is significant in that it demonstrates that good copper grades can be developed over potential mineable widths.",,['potential'],,"['potential', 'potential']","holes thr183 & 184 have narrow copper intersections whilst holes thr185 & 186 are anomalous only. sections depicting copper values and lithology are presented on figures 8, 9, 10 & 11. the 2007 rooney holes are similar to the 2006 holes in that the shallow intersections are associated with copper carbonates whilst the deeper intersections are presumed to derive from chalcocite associated with carbonaceous material. although apparently strike challenged and therefore with limited tonnage upside, rooney is significant in that it demonstrates that good copper grades can be developed over potential mineable widths. 6.0 conclusion work to date on the thaduna project has yielded both encouragement for the potential existence of further copper lodes obscured by alluvial wash or lag gravels and demonstrated that much of the terrain is doable in terms of depth of covers and hence exploration costs. it is planned to expand the bedrock sampling program but using a smaller vacuum or auger rig in the areas of shallow lag gravels.",[],0,"['lag', 'gravels', 'bedrock', 'lag', 'gravels']",[],"['copper', 'copper', 'copper', 'carbonates', 'chalcocite', 'copper', 'copper']",['lodes'],[],True,True,encouragement for the potential,1.0,0.029910714285714287,0.5167410714285714,0.079,0.861,0.06,-0.3071
a075173_thaduna c144_2005_2007a_17096612_100,a075173_thaduna c144_2005_2007a_17096612.json,6,100,"the yerrida basin contains the major magellan lead deposit, the earaheedy basin to the east and south has numerous lead zinc occurrences whilst the bryah basin to the west is host to significant gold and copper gold deposits the thaduna project is located in a metallogenically enriched province.",,['enriched'],,['enriched'],"comprising of three exploration licences (table 1) covering some 577 km2, the tenements surround the historic thaduna and green dragon copper mines located on mining leases held by grange resources ltd and contain the ricci lee and rooney copper workings. the major target is proterozoic fault controlled copper under shallow cover. the project is located within the proterozoic yerrida basin proximal to the major goodin fault within the doolgunna graben (figure 2). the yerrida basin contains the major magellan lead deposit, the earaheedy basin to the east and south has numerous lead zinc occurrences whilst the bryah basin to the west is host to significant gold and copper gold deposits the thaduna project is located in a metallogenically enriched province. table 1 tenement details tenement holder grant expiry area commit. production on a small scale commenced in 1942 with main efforts in the 1960s.",[],0,[],"['yerrida basin', 'yerrida basin', 'magellan', 'earaheedy basin', 'bryah basin']","['copper', 'copper', 'copper', 'lead', 'zinc', 'gold', 'copper']","['lead deposit', 'gold deposits']","['proterozoic', 'proterozoic']",True,False,,1.0,-0.005416666666666667,0.4408333333333333,0.036,0.907,0.056,0.25
a075173_thaduna c144_2005_2007a_17096612_109,a075173_thaduna c144_2005_2007a_17096612.json,6,109,the rocks trend predominantly northeasterly and are folded into a broad southwesterly plunging synclinorium (figure 3).,,['broad'],,['broad'],"the thaduna occurrences represent very significant smoke. view of thaduna pit looking nw across stockpile view of green dragon pit looking ese note alteration (carbonaceous to kaolinitic) in mineralised zone 2 geology the tenements are mostly underlain by palaeoproterozoic sediments belonging to the yerrida group with minor extension onto the archean marymia dome and the palaeoproterozoic earaheedy group. elements of the yerrida group present on the tenements are the juderina formation (predominantly arenites and argillites), the johnson cairn formation (predominantly argillites with some sedimentary carbonates) and the thaduna formation (lithic arenites and argillites of mafic provenance). the rocks trend predominantly northeasterly and are folded into a broad southwesterly plunging synclinorium (figure 3). this deformation is part of the stanley fold belt that affects the northern margins of both the yerrida and earaheedy basins. a major northeast trending structure, the goodin (jenkins) fault, effectively marks the boundary between the marymia dome and the yerrida basin.","['earaheedy group', 'juderina formation', 'johnson cairn formation', 'thaduna formation']",0,"['sediments', 'arenites', 'argillites', 'argillites', 'sedimentary carbonates', 'lithic arenites', 'argillites']",['yerrida basin'],[],[],['archean'],True,False,,1.0,0.1828125,0.4515625,0.017,0.951,0.032,0.3167
