index,event_id,filename,anumber,sentence_count,report_type,idx,event_text,triggers,label,confidence,user,lower_idx,upper_idx
369156,a089891_cd_e70_3756_2011f_14366754_66,a089891_cd_e70_3756_2011f_14366754.json,89891,86,Co-Funded Drilling,66,"Whilst the drill rig was operating at the roadside, various traffic management signs and witches hats were placed for at least 100m either side of the drill rig and the local Shire Works Manager was regularly consulted about the suitability of the precautions taken. The green plastic bags and 1m re-split bags were collected every few days and stored on a salt affected piece of land close to the Great Eastern Highway with the owner?s permission. Deviation From Estimated Drilling Costs The program initially proposed comprised 100 Air-Core drill holes, followed by a second phase of up to 100 Deep RC drill holes in areas of encouraging results. RC drilling was adopted for the initial tests however, as this gave greater confidence of penetrating ferruginous duricrust and achieving an adequate test. The program was suspended after 21 drill holes as it was evident by then that the highly folded magnetic unit accessible along the roadsides, contained low levels of vanadiferous titano-magnetite of insufficient grade or extent to be potentially economic.",proposed,False,High,charlie,66,68
369314,a089896_fosterhinge final report_14986055_18,a089896_fosterhinge final report_14986055.json,89896,34,Co-Funded Drilling,18,"Strong shearing was found at the intrusive contacts and moderate to intense carbonate alteration of the Lunnon Basalt. Pyrite alteration was common in both the Lunnon and the dark Intermediate and was occasionally altered to magnetite. Gold assay results from CD14460 were poor with a weakly anomalous zone corresponding with the lower edge of the largest Intermediate Intrusion at a width of 4m from a depth of 338.9m. As no major gold hosting structure was found in the Quartz Porphyry, the structural orientations of foliation and reinterpretation of the ground magnetics indicate a possible north dipping southwest northeast trending structure. Location: The project area is located for 19.5km southeast of Kambalda East township, adjacent to the Argo/Junction haul road.",anomalous,False,High,charlie,18,18
373188,a090215_c119_2005_2011a_11017901_474,a090215_c119_2005_2011a_11017901.json,90215,620,Annual,474,"Details are shown in Figures 5 and 6. The Hogans project is located in the Archean age Yilgarn Craton of Western Australia. The project is underlain by the Kalgoorlie and Kurnalpi terranes consisting of northerly trending greenstone belts separated by extensive granite and granitic gneiss. The terranes are defined on tectono-stratigraphic aspects, involving distinct age, facies and geochemical characteristics of the volcanics. Details are shown in Figure 12.",extensive,False,High,charlie,474,475
375821,a090404_rb_e80-2612_2011a_14159889_248,a090404_rb_e80-2612_2011a_14159889.json,90404,276,Annual,248,"GRIFFIN, T.J., & TYLER, I.M., 1992, Geology of the southern Halls Creek Orogen a summary of field work in 1992: Western Australia Geological Survey, Record 1992/17, 28p. HARDMAN, E.T.,1885, Report on the geology of the Kimberley District, Western Australia; Western Australia Parliamentary Paper, no 34, 38p. HASSAN, L.Y., 2000, Mineral occurrences and exploration potential of the east Kimberley: Western Australia Geological Survey, Report 74, 83p. Geology and economic potential of the Palaeoproterozoic layered mafic-ultramafic intrusions of the East Kimberley, Western Australia. Canberra: Australian Geological Survey Organisation bulletin 246, 496pp.",exploration potential,False,High,charlie,248,249
377480,a090549_e53_1413_2011a_15448100_12,a090549_e53_1413_2011a_15448100.json,90549,217,Annual,12,"The Solid Geology Interpretation, presented in Figure 8, shows well developed layered magnetic units within the greenstone belts. There is insufficient exposure to allow identification of the source of individual layers, but groupings of layers showing slight differences in magnetic character have been defined and linked to the broad lithological packages appearing on the published geological maps. A more precise subdivision of the greenstone packages could be achieved by analysis at more detailed scales (eg 1:10,000) incorporating additional outcrop and drill hole data, if available. The granitoid areas have also been subdivided on the basis of magnetic intensity and texture. There is limited evidence of discrete intrusive contacts and much of the area interpreted as granitoid may represent older basement in which the greenstone sequences have evolved.",could be,False,High,charlie,11,13
380872,a090845_p37 7008 braemore ann rpt 2010_17170816_20,a090845_p37 7008 braemore ann rpt 2010_17170816.json,90845,64,Annual,20,"3 Previous Exploration During the late 1970s, the area attracted base metal exploration for volcanogenic massive sulphide mineralisation following the discovery of the Teutonic Bore zinc-copper-silver deposit situated 55 kilometres northwest of Leonora. Exploration included geological mapping and gossan prospecting followed by limited ground geophysics RAB drilling to investigate a mercury soil anomaly. Low level base metal anomalism was found to be associated with gossanous cappings linked to black shale, chert and tuffaceous horizons but base metal exploration ceased after these initial results proved disappointing.",mineralised,True,Medium,charlie,20,22
381182,a090866_coorara_e16_372_2011a_18914477_153,a090866_coorara_e16_372_2011a_18914477.json,90866,247,Annual,153,"Gravity targets represented low-grade hematite-type mineralization within BIF that also encountered ultramafic rocks and minor metasediments. The chemistry of the DSO targeted weathered horizons are silica enriched, and thought to be affected by the proximal adjacent granite. 25 The high-grade surface mineralization was not repeated down dip with any significance. Quality control and quality assurance of drilling samples was carried out to enable an inferred JORC standard to be established. Apart from internal laboratory controls, repeat (duplicate) sampling was introduced at every 2023 m intervals, with CRM controls at every 3033 m. No blank or umpire samples were collected.","high grade, mineralization, significance",False,High,charlie,153,154
381283,a090883_wm_hp_annual rep2011_15273416_80,a090883_wm_hp_annual rep2011_15273416.json,90883,146,Annual,80,"The Caesar Hill Project covered the Pulgrave Cauldron considered prospective for gold, base metals and nickel mineralisation. Exploration in this area comprised Landsat imagery, topographic maps, stream sediment, soil, rock chip sampling, gravity survey and geological Mapping. Stream sediment sampling delineated 11 high priority gold anomalies which were subsequently soil sampled. Patchy elevated Cu values were also identified. On field evaluation, these values were found to relate to minor malachite stains on quartz veins in chloritised felsic volcanics.",delineated,False,High,charlie,80,82
383408,a091043_11 annual report lakebarleee77-1397_15804547_54,a091043_11 annual report lakebarleee77-1397_15804547.json,91043,67,Annual,54,This however does not discount the possible presence of commercial grade uranium mineralisation at even shallow depths. A broad scale regolith geochemical survey over the Western Yilgarn has indicated that the light rare earth mineral Cerium Ce is present in the district to warrant expanding exploration for this and other rare earth elements and associated minerals. The work undertaken was for exploration purposes and to check for present of potentially harmful radiation in the working environment of future surface workers such as drill rig workers. No potentially harmful radiation was detected on the surface of the planned drilling programme. It is recommended that a modified geochemical survey be implemented and a drilling program designed dependant on results as soon as the Programme of Works to do so is approved.,potentially,False,High,charlie,54,54
384281,a091119_verification report 2011_27_16132741_6,a091119_verification report 2011_27_16132741.json,91119,17,Annual,6,"Radiometrics Magnetics Gravity Digital terrain modelling Electromagnetics SP/AP/EP IP AMT Resistivity Complex resistivity Seismic reflection Seismic refraction Well logging Geophysical interpretation Other (specify) Target Commodity: Mn Keywords: Earaheedy Basin, Chiall Formation, Wongawol Formation, RC drilling, airborne TEM, geochemistry, manganese. Prospects Drilled: Niminga List of Assays: Ag, Ba, Co, Cr, Cu, Fe, Mn, Ni, Pb, S, Sr, Zn, Al2O3, CaO, K2O, MgO Location: The project area is part of AusQuests Stanley Mn Project. It is located in the eastern Earaheedy Basin on the Stanley 1:250,000 map sheet. The tenements are centred about 220km ENE of Wiluna along the northern side of Lake Carnegie.",prospects,False,High,charlie,6,7
387067,a091422_mt jewell project annual report 2011_14540613_15,a091422_mt jewell project annual report 2011_14540613.json,91422,39,Annual,15,"Magma entered into a joint venture agreement with Western Areas NL in February 2006. Magma has an 80% interest in the project and Western Areas NL a 20% free carried interest. During the previous reporting period Magma completed a LANDTEM survey over an area extending from the Red Dam north to the Ringlock prospect. The survey did not detect any conductors interpreted to indicate the presence of massive sulphides. One anomaly, MJ4, was interpreted as possibly being due to the presence of nickel bearing disseminated sulphides and this anomaly was tested with one diamond drill hole, MJD020.",prospect,False,High,charlie,15,16
389967,a091672_c261_1997_2011a_12941159_137,a091672_c261_1997_2011a_12941159.json,91672,1496,Annual,137,"The survey area is however located within two Priority 3 Ecological Communities known as Mt Holland and North Ironcap which form part of the Ironcap Hills vegetation complexes. To date none of the Ironcap Hills within the Forrestania region are within Conservation Reserves. There has been broad scale regional surveys of the Forrestania area conducted by Beard (1972) and Newbey & Hnatuick (1988) however detailed data for each Banded Ironstone Formation that forms the Ironcap Hills Vegetation Complex is limited. Beard (1972) defined the vegetation of the greenstone belt stretching from Mt Holland (SW) to Hatter Hill (NE) as the Forrestania system. This system includes granites, quartzites, and banded ironstones that formed prominent rocky ridges.",broad,False,High,charlie,137,138
391691,a091763_20111108161905_16876267_8,a091763_20111108161905_16876267.json,91763,35,Annual,8,-Samples of the opal were taken from site and were faceted by Lambert Industries in Bangkok Thailand. -Marketing of the faceted gems is ongoing. No significant sales have occurred to date. The area surrounding and including the opal prospects was voluntarily surrendered in 2011 to allow the opportunity of others developing the prospect. Prospecting in the Central and Northern parts of the tenement between 2009 and 2011 successfully located alluvial gold nuggets.,significant,False,High,charlie,8,8
393511,a091911_bur_c263_2008_2011a_15975113_367,a091911_bur_c263_2008_2011a_15975113.json,91911,741,Annual,367,"Occasionally isolated pods (usually <1m in size) of ore grade Mn were noted. The individual seams are mostly 1-2 m long (best 5 m), 3-10 cm thick (best 20 cm) and are spaced every 5-15 m laterally through the shale.",mineralized,True,Low,charlie,367,368
394220,a091965_c193_2011_2011a_10396804_310,a091965_c193_2011_2011a_10396804.json,91965,880,Annual,310,"Class 2 goldfields appear less well developed than Class 1, and while they occupy similar areas, the average production (200,000 ozs) implies that hard rock production has yet to markedly exceed alluvial production. Class 2 goldfields are usually situated from 1-5 km west of small (< 50 km) first-order faults, or the inferred extensions of larger faults.",anomalous,True,Medium,charlie,309,310
397920,a092234_e80_4308_2011a_11948263_53,a092234_e80_4308_2011a_11948263.json,92234,94,Annual,53,"The uranium halo is therefore attributed to the granatoid proximity to the surface. The mag high is in the same orientation as many of the faults within the area and may be an intrusion but more detailed investigation is required. One line of drilling (Line D Figure 6) in the proposed program has been dedicated to investigate this anomaly. Location: E80/4308 is located is located within the Eastern Zone of the Halls Creek Orogen (HCO). Geology: Eastern Zone succession within the project area is dominated by the Olympio Formation, with exposure of the Biscay Formation within the cores of regional scale anticlines.",proposed,False,High,charlie,53,53
399880,a092389_e37_1094_2011_s_surrender mineral exploration report_15309336_33,a092389_e37_1094_2011_s_surrender mineral exploration report_15309336.json,92389,42,Final Surrender,33,Therefore it was decided to build a land position by applying for tenements mostly over the present day playa lakes as these are the areas along the primary drainages which are concealed by lacustrine sediments and are not associated with any radiometric anomalies. 3.0 EXPLORATION ACTIVITIES A reconnaissance field visit was conducted to assess the accessibility and any obvious indications of calcrete-hosted carnotite mineralisation. Most of the area is covered by lake sediments and nothing of interest was noted in terms of mineralisation. 4.0 CONCLUSIONS AND RECOMMENDATIONS There was a change in internal strategy during the course of the initial ground follow up. A geological review conducted after the grant of the tenement downgraded the potential for finding significant buried calcrete-hosted carnotite deposits in the present day playa lakes of the Yilgarn Province.,mineralisation,False,High,charlie,33,33
404985,a092909_gr_report_2011a_17541629_88,a092909_gr_report_2011a_17541629.json,92909,150,Annual,88,"Company Report, AREVA (Afmeco Mining & Exploration Pty Ltd). Whilst the drill program at Soma did not provide any encouraging uranium assay results, the geological setting observed from the results remains encouraging for the conceptual model for unconformity style uranium. Furthermore, the full extent of the Soma conductor has yet to be fully drill tested, and further work is warranted. The Deva, Oracle and Mount Mansbridge South VTEM targets are also yet to be drill tested. There remains strong gold potential for the Gardiner Range Project despite initially disappointing soil sampling results on tenement E80/3915.",work is warranted,False,High,charlie,88,89
405527,a092962_unlock-qvr_c98_2004_2011a_16988809_265,a092962_unlock-qvr_c98_2004_2011a_16988809.json,92962,318,Annual,265,"The data files for all of the FLTEM surveys are attached to this report. A total of 30 surface samples were collected from the Project area during the current reporting period. The majority of the samples (24) were collected from the Horseshoe Prospect over areas where anomalous Ni values from a previous auger sampling programme were obtained. 28 rock chip and 1 drill spoil and 1 auger sample were collected in total. The samples were located using a DGPS, accurate to 5m and were dispatched to ALS-Chemex in Perth for analysis using the ME-ICP61 method (4 acid digest/ICP-AES) for analytes Ag, Al, As, Ba, Be, Bi, Ca, Cd, Co, Cr, Cu, Fe, Ga, K, La, Mg, Mn, Mo, Na, Ni, P, Pb, S, Sb, Sc, Sr, Th, Ti, Tl, U, V, W, Zn and Zr.","prospect, anomalous",False,High,charlie,265,266
413020,a093608_c125_2007 annual report_2012_16534171_390,a093608_c125_2007 annual report_2012_16534171.json,93608,416,Annual,390,"Mineralisation within overlying sandstone seem to record a decline in U and HREE away from the point of fluid egress with an increase in the proportion of LREE, possibly within the mineral florencite, away from this location. One significant exploration implication of this model is that high LREE values in veined and unveined Mesoproterozoic sandstone may indicate U and HREE at depth. Stream sediment sampling may be a good first order exploration technique to prioritise mineralisation potential. Geochemistry indicates that a separate mineral system may be present in the northern portion of the Mt Mansbridge inlier (Area 1B) where the younger Palaeoproterozoic Pargee Formation sandstones seem to be in structural contact with magnetic Killi-Killi Formation. Here the Cu, Ni, Ag, Mg, (REE), (Au) and (Mo) values in the MMI survey show some preferential enrichment and may be a pointer to base metal mineralisation.","mineralisation, potential",False,High,charlie,390,391
418626,a094059_new verification list_el80-3550_2012s_16799739_3,a094059_new verification list_el80-3550_2012s_16799739.json,94059,6,Final Surrender,3,"Geology: The tenement occurs within the East Kimberley Halls Creek Mobile Zone (Orogen), with the dominant package being the Whitewater Volcanics. Main rock types include greywacke, siltstone, rhyodacite, tuff, sandstone, siltstone, dolerite and gabbro. Work done: IKONOS and ALOS image interpretation; ASTER purchase and image interpretation; airborne magnetic-radiometric image interpretation; helicopter + 4WD supported field reconnaissance; 30 rock chips; SkyTEM survey (2) and data processing / image generation & interpretation; geological review. Conclusions: Work carried out has not generated targets or increased the prospectivity for either gold or uranium. It is therefore recommended that the tenement be relinquished.",supported,False,High,charlie,3,4
420100,a094193_wc_e38_2457_2012a_12735060_11,a094193_wc_e38_2457_2012a_12735060.json,94193,108,Annual,11,If funding is forthcoming then further exploration should include additional geophysical surveys of the untested areas together with infill soil geochemistry and Aircore drilling.,"extensive, presence of, potential",True,High,charlie,11,11
428243,a094847_2012 windidda c84_2010 annual report_18461471_8,a094847_2012 windidda c84_2010 annual report_18461471.json,94847,97,Annual,8,"The drill cuttings were routinely collected over one metre intervals and a total of 124 composite samples (over intervals up to 4m) were submitted to Ultra Trace Laboratories for geochemical analysis. : Projection Revised: Dwg No. Stanley Mn Project Windidda & Dome Prospects August 2012 Page 11 Results were reported for Ag, As, Ba, Co, Cr, Cu, Fe, Mn, Ni, Pb, S, Sr, Zn, Al2O3, CaO, K2O and MgO (Appendix 1). Location: The tenement area is part of AusQuests Stanley Mn Project. It is located in the eastern Earaheedy Basin on the Stanley and Kingston 1:250,000 map sheets.",prospects,False,High,charlie,8,8
438941,a095665_e77_1336_2012p_14756873_51,a095665_e77_1336_2012p_14756873.json,95665,74,Partial Surrender,51,"The purpose of the drilling was to confirm the location of the palaeochannel as indicated by the gravity survey and then determine the stratigraphy and oxidation state of the sediments contained within it to provide a vector to those regions that contain sediments suitable to host uranium mineralisation. All holes were shallow, with depths ranging from 14- 24m, and the sediments intersected consisted of units of sand and sand clays with lesser amounts of gravel with the fill overlying a granite basement. The sediments were all oxidized with the extent of oxidation ranging from very weakly to strong, which is favourable for the uranium to remain dissolved in the ground water rather than for it to precipitate to form mineral deposits. Downhole gamma surveying was conducted on 2 aircore holes. The holes were cased with 50mm PVC casing as deep as possible before the hole became blocked and then the survey conducted to the depth of casing.",favourable,False,High,charlie,51,52
448594,a096564_e37_1084_2012a verification report_16573115_17,a096564_e37_1084_2012a verification report_16573115.json,96564,24,Annual,17,"It can be reached by the Goldfields Highway and then on gravel roads and station tracks to the east. The tenement covers a total area of 33km2. The terrain is typical of the Eastern Goldfields, generally flat with broad ephemeral, southwest-trending drainages and moderate to thick Mulga and grasses. GEOLOGY: The Eastern Goldfield Province occupies the eastern third of the Yilgarn Craton. It is a typical Archaean granite-greenstone terrain characterised by large areas of granitoid and broad to narrow, linear and arcuate belts of greenstone.",broad,False,High,charlie,17,18
448613,a096565_gum_creek_c257_2011-12a(gidgee)_16376423_9,a096565_gum_creek_c257_2011-12a(gidgee)_16376423.json,96565,123,Annual,9,"Gold exploration has not been successful in the project area. CRA RAB drilled the Crosscut (6 holes /226m), Cobbler (19holes/744m) and Viking (24holes/789m) prospects with the best result of 2m @ 0.21g/t Au from the Viking prospect (located outside the project tenements). The most recent RAB drilling by Gateway Mining of (27holes/1600m) failed to intersect any significant gold mineralisation. Best gold value from the program of 45ppb Au is not considered to be significant. The project covers a significant strike length of the Eds Bore Donkey Well base metal trend.","significant, mineralisation",False,High,charlie,9,11
449092,a096596_e70_3986_2012a_18170183_126,a096596_e70_3986_2012a_18170183.json,96596,158,Annual,126,"As a result of the low level aeromagnetics a detailed Digital Elevation Model (DEM) was produced. During the course of interpreting the results of the surveys, a number of detailed magnetic and radiometric images were produced. These images were invaluable during the re-interpretation of geology (Figure 6 in an interpreted solid geology plan), regolith, gold mineralisation and emphasizing the importance of the historic drilling and gave a greater understanding of the known mineralisation. This reinterpreting phase was primarily done using Discover 3D software. The detailed interpretation of the low level aeromagnetic survey suggests several conceptual structural targets exist, which warrant further investigation.","mineralisation, mineralisation",False,High,charlie,126,127
451677,a096842_c210_2010 combined annual report_12101736_54,a096842_c210_2010 combined annual report_12101736.json,96842,132,Annual,54,"It is worth noting however that the anomalous areas are mapped as generally sub cropping basement, whereas the areas between the anomalism are generally mapped as transported colluvium or alluvium, and therefore the anomalism may potentially extend below this transported cover. In the south of the sample area there is a coincident gold (>5ppb Au; maximum value of 40ppb Au), copper (>100ppm; maximum value of 259ppm Cu), nickel (>60ppm Ni; maximum value of 155ppm Ni) and zinc (>50ppm Zn; maximum value of 108ppm Zn) anomaly, which is recorded as being transported alluvium and colluvium.","presence of, potentially, mineralisation, mineralisation",True,Medium,charlie,54,55
458780,a097499_c61_2005_maitland final surrender report_12774059_63,a097499_c61_2005_maitland final surrender report_12774059.json,97499,115,Final Surrender,63,"3.1 2007 3.1.1 Rock Chip Sampling The main work completed in 2007 over the current combined reporting group included the collection and analysis of 12 rock chip samples as summarised on Table 1 and on Figure 3. Full dataset presented in Appendix 1. These samples were part of reconnaissance rock chip sampling of significant outcrops and workings. Samples consisted of 2-3 kg of rock, collected from a common source within a localised area. All samples were submitted to Kalassays, Kalgoorlie for Au - 40g charge aqua regia digest ICP-MS analysis (submission #KG07111412).",significant,False,High,charlie,63,64
462485,a097794_burracoppin 2013 annual c198-2010_17492535_215,a097794_burracoppin 2013 annual c198-2010_17492535.json,97794,284,Annual,215,"Hole ID From To Au (ppb) Bi (ppm) Cu (ppm) BURC028 128 132 426 11.1 153 The four metre re-split result showed that the gold was virtually confined to the one metre interval of 131132 metres, as was the bismuth anomaly; however the copper assays do not closely correlate with gold, see Table 5.",anomalous,True,Medium,charlie,215,215
464883,a097998_catalyst minnie creek annual report 09_1174_201306_14112167_182,a097998_catalyst minnie creek annual report 09_1174_201306_14112167.json,97998,451,Annual,182,"The Mundine Well Dolerite Suite has been dated at 755 3 Ma. E09/649 was first granted to Sovereign Resources NL in 1994. Equatorial described the geology of E09/649 as consisting of two distinct types of granite: (1) early stage, gneissic biotite-muscovite adamellite granitoid to the north and (2) late stage, fine to coarse grained and foliated granodiorite and adamellite (similar to the Minnie Springs Prospect host). A series of east-west to east-southeast trending faults through the main granite body were interpreted from LANDSAT, radiometric and aeromagnetic data. A narrow belt of quartzite and quartz schists trends WNW-ESE in the north.",prospect,False,High,charlie,182,183
465727,a098057_p24_4586a_2013_16761888_26,a098057_p24_4586a_2013_16761888.json,98057,248,Annual,26,"Access from Kalgoorlie is via the major Goldfields Highway, from where the tenement can then be reached through station and existing exploration tracks. During the following year exploration activities will include further data analysis of the surrounding areas and attempts to link mineralisation models.",mineralisation,True,Low,charlie,26,27
471675,a098535_e57_827 final surrender report 2013_16471779_17,a098535_e57_827 final surrender report 2013_16471779.json,98535,55,Final Surrender,17,"Despite a comprehensive search of WAMEX (Department of Mines and Petroleum) open file reports, no exploration relating to this work is available. It is assumed that this work occurred during the 1970s nickel boom. 1997-1998: Navigator Pty Ltd Navigator Pty Ltd explored the region for gold potential. Several rock chip samples were taken along the southern extension of the Edale Shear Zone with no anomalous base metal or gold values. Navigator noted the historic costeaning described above and similarly, could not find exploration data relating to this work.",potential,False,High,charlie,17,19
474204,a098754_e38-1758 2013s_15571203_45,a098754_e38-1758 2013s_15571203.json,98754,54,Final Surrender,45,"Johnsons Well Mining also completed limited RAB drilling across the tenement in 1996. Location: E38/1758 is located approximately 100kms north of Laverton, Western Australia. Geology: E38/1758 is part of the Moolart Well Project (C82/2011) which covers an extensive area of the Duketon Greenstone Belt and is part of the Archaean Yilgarn Craton. The Duketon Greenstone Belt is a linear to arcuate north-north westerly trending belt of supracrustal rocks bounded within granitic rocks by the Hootanui Fault to the west and the Lulu Fault to the east. K:\Library\Departmental Reporting\4 Surrender Reports\E38-1758\E38-1758 2013S.docx Page 3 of 17 TABLE OF ACTIVITIES FOR TENURE PERIOD Tenement Lag/Soil Sampling AC Drilling RC Drilling Production Bores Samples Holes Metres Holes Metres Holes Metres E38/1758 100 182 12,423 2 320 1 162 Results: There were no significant assay results recorded from the lag/soil sampling or the AC drilling.",extensive,False,High,charlie,45,45
476520,a098949_e51_1443_2013a_10991387_150,a098949_e51_1443_2013a_10991387.json,98949,175,Annual,150,"More drilling was observed on the ground than we currently have data for, with the target apparently infilled to 100m spacing. The location of the data for this drilling is considered a priority.","anomalism, anomalism",True,Medium,charlie,150,151
476659,a098952_e31_961_2013a_10565011_129,a098952_e31_961_2013a_10565011.json,98952,196,Annual,129,The geology and controls on mineralisation remain little understood. Mineralisation appears to be associated with structurally dilatant sites along a NNW trending shear zones within the basaltic schists of the Moreland Formation. Surrounding the gold mineralisation the shears are intensely altered to pyritic sericite schist.,significant,True,High,charlie,129,131
478184,a099104_e29_807_2013a_16751713_42,a099104_e29_807_2013a_16751713.json,99104,84,Annual,42,"Volcanology of the Archean Lunnon Basalt and its relevance to nickel, sulphide-bearing trough structures at Kambalda, Western Australia. Deformation Controls on the dynamics of fluid flow in mesothermal gold systems. Fractures, Fluid Flow and Mineralisation. Archean Volcanic and Sedimentary Environments of the Eastern Goldfirlds Province, Western Australia a Field Guide. Geological Survey of Western Australia.",mineralisation,False,High,charlie,42,43
480765,a099327_e04_1941_2013_a_01_reportbody_9863049_71,a099327_e04_1941_2013_a_01_reportbody_9863049.json,99327,85,Annual,71,"The sandstone formation is porous, has a considerable extension and bears significant organic matter able to reduce uranium from the groundwater. The depth range of the Erskine sandstone in this area varies between 40 and 450 metres, always in the economic range for in-situ-leaching technique. Despite a significant amount of uranium exploration being undertaken in the North Canning basin over the last 40 years, there remains poor consistency between data from drill logs and previous interpretive work completed by both private companies and government departments. ARA conducted a drilling program early Year 2 of tenure with the aims of; 7 1. Providing a definitive interpretation of the stratigraphy of the region through an understanding of the relevant lithologies in a sequence-stratigraphic context and to map the thickness of the Erskine Sandstone.",significant,False,High,charlie,71,72
485320,a099681_c14_2011_2013s_17335372_30,a099681_c14_2011_2013s_17335372.json,99681,122,Final Surrender,30,They undertook literature reviews and field checked the work of Stockdale.,discovered,True,Medium,charlie,30,30
486681,a099754_e08-2178_hamersley range_atr_2012-13_11955560_333,a099754_e08-2178_hamersley range_atr_2012-13_11955560.json,99754,419,Annual,333,"(Seymour, D.B et al, 1988; Powell, C. & Horwitz, R.C 1994) Powell and Horwitz (1994) proposes the subdivision of the Wyloo Group into upper and lower sub-groups based on the presence of a distinct unconformable geological boundary separating the two groups resulting from tectonic activity in the formation of the Ashburton Trough (i.e. Mount McGrath Formation unconformable overlies the Duck Creek Dolomite.) This hypothesis is supported by the locality of deposition of the sediments that comprise both the lower and upper Wyloo Groups. Sediments belonging to both the lower and upper Wyloo Groups are present only within the Mount McGrath and Ashburton Trough respectively. This geological unconformity that separates the Wyloo Group into separate upper and lower subgroups was created during the down faulting and subsidence at the latter parts of the lower Wyloo Group sedimentation in the Mount McGrath Trough, resulting from lateral tectonic extensions and the formation of the Ashburton trough.",supported,False,High,charlie,333,334
493971,a100479_p26-3808_atr_dec2013_10654966_56,a100479_p26-3808_atr_dec2013_10654966.json,100479,69,Annual,56,"It is part of a larger project known as the Binduli East Project, which consists of 8 contiguous prospecting licenses. At the time of reporting, these tenements are not part of a combined reporting group, although the process is in progress. The tenement is located in regionally-prospective geology and the project area has undergone sporadic historic exploration. Activities during the period included a 2 day reconnaissance metal detecting program and a compilation/review of historic exploration data. AngloGold Australia Ltd. 2002.",prospective,False,High,charlie,55,57
494925,a100543_sr e39_1307_2013_10229503_113,a100543_sr e39_1307_2013_10229503.json,100543,146,Partial Surrender,113,An area to the east centred on the historic Jasper Hills gold workings where percussion drilling and in-soil sampling was carried out by Anglo Australian Resources NL (Anglo) and Jones Mining NL. North and south of the Lord Byron Deposit which was drill tested by WMC and later by Sons of Gwalia.,"anomalous, mineralisation",True,High,charlie,113,114
496492,a100680_e31_597_2013a_14825346_109,a100680_e31_597_2013a_14825346.json,100680,342,Annual,109,"Newcrest suggested the turbidite sediments are mostly unaltered but this is questionable given the intensity of the alteration of the neighbouring rock types. It is unclear whether these turbiditic volcaniclastic sediments are similar to the Pig Well Graben conglomerates and sandstone outcropping east of Quondong Well. Types of porphyritic granitoid intruding the Hobbes volcanic sequence include quartz monzonite, monzonite, quartz monzodiorite, rhyodacitic porphyry and highly altered (biotite-epidote-sericite) porphyritic mafic granitoids that are possibly diorites. Some are foliated with an anastomosing schistose 9 fabric defined by sericite alteration. Ferromagnesian phases in the granitoids are altered to actinolite, biotite, epidote and chlorite while feldspars have been altered to sericite and epidote.",possibly,False,High,charlie,109,109
500654,a101017_bar_e59-1244_2013a_14565636_37,a101017_bar_e59-1244_2013a_14565636.json,101017,82,Annual,37,"Although no Au was reported in the drilling, channel sampling along strike returned patchy Au assays Page | 8 with a best result of 0.3m @ 12.1g/t Au. Some associated but patchy Pb-Zn-Cu mineralisation was also reported.",mineralization,True,Medium,charlie,37,38
500968,a101080_lakemason_e57_785_2013_12092520_48,a101080_lakemason_e57_785_2013_12092520.json,101080,58,Annual,48,"The deposit itself comprises a sheet-like body, some 9km long and 500m to 1,500m wide, averaging 3m in thickness. Mineralisation is exposed in one small outcrop and extends up to 14m below surface. The present watertable lies at 4.5m depth and the uranium mineralisation is typically best developed immediately below this level in the transition zone beneath the calcrete. Location: The Lake Mason project area is located 60km north-east of the town of Sandstone in the East Murchison Mineral Field. Geology: Lake Mason is located in the northern Yilgarn Province of Western Australia.",mineralisation,False,High,charlie,48,50
506434,a101631_malcolm e37_844 annual report 2014_14985308_5,a101631_malcolm e37_844 annual report 2014_14985308.json,101631,80,Annual,5,"Thus a substantial amount of data entry, checking, validation etc was required. The data was entered into Micromine software and standard our validation performed. This involves cross checking for errors such as: Missing holes (collar, assay or survey files) Samples being beyond the depth of the hole Missing intervals (assay file) Holes that appear to deviate significantly (survey errors) Samples being non-consecutive (assay file) Once these checks have been performed a log of errors is created. These are compared with the hard copy originals for editing and further validation. Given that this database contains about 40,500 samples this process took some time, and often highlighted errors in the original paperwork and sometimes the data entry.",significantly,False,High,charlie,5,5
506680,a101663_yeelirrie_e57_739_2013s_16248651_48,a101663_yeelirrie_e57_739_2013s_16248651.json,101663,77,Final Surrender,48,Permission to mine was refused under the three mines policy which limited uranium exports during the 1980s.,mineralisation,True,Medium,charlie,48,48
506946,a101688_e28_1483_2014s_12051073_86,a101688_e28_1483_2014s_12051073.json,101688,203,Final Surrender,86,"In total 2143 auger calcrete samples were taken using a hand and power auger to obtain the material (800g). For first pass reconnaissance, sampling was on a 2km 400m pattern and subsequently 1km 200m. The objective of this wide spaced sampling was to demonstrate the presence of general Au enhancements for infill sampling. Initial regional auger Au anomalies were followed up with infill sampling which clearly defined the Heraclitus and Theofrastos Prospects. Closer spaced infill sampling was completed by October 2011and is generally 200100m and at 100100m spaced.",presence of,False,High,charlie,86,87
